agent_id,tour_id,from_zone_id,to_zone_id,from_origin_node_id,to_destination_node_id,departure_time_in_min,end_time_in_min,travel_time_in_min,demand_type,information_type,value_of_time,vehicle_type,vehicle_age,distance
5878,5878,17,34,1289,1322,958.73,960.80,2.07,1,1,10.00,1,10,0.71,
5879,5879,5,9,11282,5356,958.73,963.60,4.87,1,1,10.00,1,5,2.38,
5880,5880,13,26,5034,1323,958.75,963.90,5.15,1,1,10.00,1,0,2.82,
5881,5881,31,41,8116,5578,958.75,962.00,3.25,1,1,10.00,1,0,1.97,
5882,5882,21,37,6253,1353,958.75,963.90,5.15,1,1,10.00,1,5,2.50,
5883,5883,36,3,1299,11159,958.75,964.90,6.15,1,1,10.00,1,10,3.38,
5884,5884,19,25,1352,1355,958.77,961.40,2.63,1,1,10.00,1,10,1.09,
5885,5885,24,6,1325,5238,958.79,968.00,9.21,1,1,10.00,1,0,4.77,
5886,5886,28,30,1359,1360,958.80,960.20,1.40,1,1,10.00,1,5,0.54,
5887,5887,31,34,8116,1322,958.80,959.90,1.10,1,1,10.00,1,5,0.36,
5888,5888,1,23,5577,1361,958.80,971.10,12.30,1,1,10.00,1,10,6.20,
5889,5889,6,11,5238,5119,958.80,967.30,8.50,1,1,10.00,1,5,4.23,
5890,5890,34,28,1322,1359,958.80,965.00,6.20,1,1,10.00,1,15,2.77,
5891,5891,27,16,1348,11827,958.80,965.10,6.30,1,1,10.00,1,0,3.72,
5892,5892,34,17,1322,1289,958.80,960.90,2.10,1,1,10.00,1,15,0.71,
5893,5893,34,37,1322,1353,958.80,960.20,1.40,1,1,10.00,1,0,0.48,
5894,5894,3,33,11159,1351,958.80,962.80,4.00,1,1,10.00,1,10,1.87,
5895,5895,34,15,1322,4899,958.80,962.80,4.00,1,1,10.00,1,5,2.20,
5896,5896,19,13,1352,5034,958.80,967.20,8.40,1,1,10.00,1,10,4.76,
5897,5897,19,34,1352,1322,958.80,962.60,3.80,1,1,10.00,1,5,1.94,
5898,5898,32,16,1285,11827,958.80,961.50,2.70,1,1,10.00,1,10,1.46,
5899,5899,3,9,11159,5356,958.82,967.00,8.18,1,1,10.00,1,15,4.13,
5900,5900,1,41,5577,5578,958.83,959.90,1.07,1,1,10.00,1,10,0.62,
5901,5901,17,24,1289,1325,958.85,968.40,9.55,1,1,10.00,1,0,3.32,
5902,5902,1,21,5577,6253,958.85,978.90,20.05,1,1,10.00,1,0,6.32,
5903,5903,34,11,1319,5119,958.85,963.20,4.35,1,1,10.00,1,0,2.06,
5904,5904,17,21,1289,6253,958.86,978.30,19.44,1,1,10.00,1,5,5.89,
5905,5905,37,21,1349,6253,958.89,971.50,12.61,1,1,10.00,1,10,2.50,
5906,5906,5,21,11282,6253,958.89,969.50,10.61,1,1,10.00,1,0,2.14,
5907,5907,3,41,11159,5578,958.89,963.70,4.81,1,1,10.00,1,15,3.20,
5908,5908,1,22,5577,3689,958.89,970.30,11.41,1,1,10.00,1,15,5.80,
5909,5909,17,11,1289,5119,958.91,966.90,7.99,1,1,10.00,1,0,4.34,
5910,5910,1,14,5577,5037,958.93,963.00,4.07,1,1,10.00,1,10,2.29,
5911,5911,3,14,11159,5037,958.94,966.60,7.66,1,1,10.00,1,5,4.03,
5912,5912,2,20,11123,1356,958.97,966.70,7.73,1,1,10.00,1,0,3.87,
5913,5913,2,32,11123,1285,958.97,960.80,1.83,1,1,10.00,1,10,1.00,
5914,5914,20,9,1356,5356,958.97,962.00,3.03,1,1,10.00,1,0,1.19,
5915,5915,25,21,1354,6253,958.97,970.90,11.93,1,1,10.00,1,5,2.16,
5916,5916,28,13,1359,5034,958.97,964.40,5.43,1,1,10.00,1,15,2.49,
5917,5917,14,13,5037,5034,958.97,961.80,2.83,1,1,10.00,1,0,1.50,
5918,5918,28,34,1359,1319,958.97,964.70,5.73,1,1,10.00,1,5,2.65,
5919,5919,7,41,11281,5578,958.97,968.00,9.03,1,1,10.00,1,15,5.64,
5920,5920,37,31,1349,1316,958.97,961.40,2.43,1,1,10.00,1,0,0.95,
5921,5921,6,1,5238,5577,958.97,968.10,9.13,1,1,10.00,1,10,5.58,
5922,5922,1,27,5577,1346,958.97,964.70,5.73,1,1,10.00,1,15,3.19,
5923,5923,17,38,1289,1397,958.97,968.20,9.23,1,1,10.00,1,10,4.84,
5924,5924,35,24,1290,1325,958.97,968.50,9.53,1,1,10.00,1,5,3.33,
5925,5925,13,14,5034,5037,958.97,961.70,2.73,1,1,10.00,1,5,1.50,
5926,5926,6,18,5238,1286,958.97,969.70,10.73,1,1,10.00,1,5,6.11,
5927,5927,17,32,1289,1285,958.97,960.40,1.43,1,1,10.00,1,10,0.50,
5928,5928,2,38,11123,1397,958.97,967.40,8.43,1,1,10.00,1,0,4.35,
5929,5929,20,24,1356,1325,958.97,966.90,7.93,1,1,10.00,1,0,2.80,
5930,5930,6,17,5238,1289,958.97,966.50,7.53,1,1,10.00,1,15,4.66,
5931,5931,37,14,1349,5037,958.97,967.00,8.03,1,1,10.00,1,5,4.16,
5932,5932,31,16,1316,11827,958.97,962.90,3.93,1,1,10.00,1,15,2.25,
5933,5933,1,6,5577,5238,958.97,967.70,8.73,1,1,10.00,1,5,5.09,
5934,5934,6,41,5238,5578,959.03,967.50,8.47,1,1,10.00,1,5,5.34,
5935,5935,32,24,1285,1325,959.03,968.90,9.87,1,1,10.00,1,15,3.82,
5936,5936,1,3,5577,11159,959.03,963.60,4.57,1,1,10.00,1,0,2.95,
5937,5937,3,1,11159,5577,959.03,963.60,4.57,1,1,10.00,1,5,2.95,
5938,5938,3,21,11159,6253,959.04,974.00,14.96,1,1,10.00,1,10,3.88,
5939,5939,20,1,1356,5577,959.05,967.30,8.25,1,1,10.00,1,10,4.80,
5940,5940,6,24,5238,1325,959.05,968.80,9.75,1,1,10.00,1,0,4.52,
5941,5941,37,3,1349,11159,959.09,960.60,1.51,1,1,10.00,1,0,0.76,
5942,5942,28,21,1359,6253,959.09,968.80,9.71,1,1,10.00,1,10,1.56,
5943,5943,3,36,11159,1299,959.09,965.80,6.71,1,1,10.00,1,0,3.50,
5944,5944,7,9,11281,5356,959.09,963.40,4.31,1,1,10.00,1,5,2.06,
5945,5945,14,21,5037,6253,959.09,982.50,23.41,1,1,10.00,1,10,6.68,
5946,5946,34,31,1320,1318,959.09,960.10,1.01,1,1,10.00,1,5,0.36,
5947,5947,17,15,1289,4899,959.09,962.90,3.81,1,1,10.00,1,15,2.00,
5948,5948,9,41,5356,5578,959.09,970.50,11.41,1,1,10.00,1,15,6.39,
5949,5949,3,5,11159,11282,959.09,963.40,4.31,1,1,10.00,1,0,2.28,
5950,5950,17,37,1289,1353,959.09,964.10,5.01,1,1,10.00,1,0,2.76,
5951,5951,5,3,11282,11159,959.09,962.80,3.71,1,1,10.00,1,5,2.28,
5952,5952,36,2,1299,11123,959.09,963.40,4.31,1,1,10.00,1,5,2.28,
5953,5953,21,1,6253,5577,959.10,969.40,10.30,1,1,10.00,1,5,6.32,
5954,5954,17,41,1289,5578,959.12,961.30,2.18,1,1,10.00,1,5,1.21,
5955,5955,3,11,11159,5119,959.12,963.80,4.68,1,1,10.00,1,0,2.34,
5956,5956,2,11,11123,5119,959.12,966.30,7.18,1,1,10.00,1,10,3.84,
5957,5957,1,24,5577,1325,959.12,969.40,10.28,1,1,10.00,1,15,4.00,
5958,5958,17,9,1289,5356,959.13,970.50,11.37,1,1,10.00,1,15,6.13,
5959,5959,34,41,1320,5578,959.13,961.90,2.77,1,1,10.00,1,5,1.81,
5960,5960,15,6,4899,5238,959.13,970.10,10.97,1,1,10.00,1,5,5.86,
5961,5961,37,9,1353,5356,959.14,965.30,6.16,1,1,10.00,1,15,2.33,
5962,5962,17,13,1289,5034,959.14,963.20,4.06,1,1,10.00,1,5,2.17,
5963,5963,3,23,11159,1361,959.19,967.20,8.01,1,1,10.00,1,10,3.54,
5964,5964,1,32,5577,1285,959.19,960.90,1.71,1,1,10.00,1,0,0.93,
5965,5965,21,11,6253,5119,959.19,964.90,5.71,1,1,10.00,1,10,2.39,
5966,5966,25,24,1355,1325,959.19,963.60,4.41,1,1,10.00,1,5,1.76,
5967,5967,6,19,5238,1352,959.19,961.60,2.41,1,1,10.00,1,15,1.29,
5968,5968,6,16,5238,11827,959.19,968.10,8.91,1,1,10.00,1,15,5.62,
5969,5969,25,9,1355,5356,959.19,964.20,5.01,1,1,10.00,1,15,1.90,
5970,5970,19,9,1352,5356,959.19,964.10,4.91,1,1,10.00,1,15,2.27,
5971,5971,35,41,1290,5578,959.19,962.30,3.11,1,1,10.00,1,0,1.61,
5972,5972,18,34,1286,1322,959.19,963.10,3.91,1,1,10.00,1,15,2.09,
5973,5973,6,22,5238,3689,959.19,964.80,5.61,1,1,10.00,1,15,2.89,
5974,5974,19,24,1352,1325,959.19,968.00,8.81,1,1,10.00,1,5,3.37,
5975,5975,34,24,1322,1325,959.23,964.80,5.57,1,1,10.00,1,15,2.35,
5976,5976,6,14,5238,5037,959.23,970.10,10.87,1,1,10.00,1,10,6.17,
5977,5977,2,21,11123,6253,959.23,977.80,18.57,1,1,10.00,1,0,5.39,
5978,5978,3,4,11159,11180,959.25,962.70,3.45,1,1,10.00,1,15,1.57,
5979,5979,17,22,1289,3689,959.27,968.70,9.43,1,1,10.00,1,10,5.02,
5980,5980,17,19,1289,1352,959.27,966.60,7.33,1,1,10.00,1,5,3.87,
5981,5981,3,24,11159,1325,959.27,965.00,5.73,1,1,10.00,1,0,2.63,
5982,5982,1,18,5577,1286,959.27,961.40,2.13,1,1,10.00,1,5,0.90,
5983,5983,32,11,1285,5119,959.27,967.20,7.93,1,1,10.00,1,0,4.32,
5984,5984,17,16,1289,11827,959.27,961.10,1.83,1,1,10.00,1,5,0.82,
5985,5985,38,1,1397,5577,959.27,968.50,9.23,1,1,10.00,1,10,5.28,
5986,5986,17,14,1289,5037,959.30,963.70,4.40,1,1,10.00,1,10,2.21,
5987,5987,8,23,10847,1361,959.32,962.00,2.68,1,1,10.00,1,5,1.11,
5988,5988,41,13,5578,5034,959.33,964.50,5.17,1,1,10.00,1,10,3.10,
5989,5989,2,41,11123,5578,959.33,961.90,2.57,1,1,10.00,1,5,1.70,
5990,5990,1,11,5577,5119,959.33,968.10,8.77,1,1,10.00,1,10,4.47,
5991,5991,1,9,5577,5356,959.33,970.90,11.57,1,1,10.00,1,10,6.56,
5992,5992,7,34,11281,1322,959.33,965.10,5.77,1,1,10.00,1,0,3.03,
5993,5993,3,41,11159,5578,959.33,964.30,4.97,1,1,10.00,1,10,3.20,
5994,5994,12,9,11151,5356,959.33,969.00,9.67,1,1,10.00,1,5,3.12,
5995,5995,7,13,11281,5034,959.33,970.40,11.07,1,1,10.00,1,0,5.74,
5996,5996,12,24,11151,1325,959.33,965.40,6.07,1,1,10.00,1,10,1.44,
5997,5997,13,11,5034,5119,959.33,967.40,8.07,1,1,10.00,1,10,2.30,
5998,5998,3,13,11159,5034,959.35,965.40,6.05,1,1,10.00,1,0,3.30,
5999,5999,5,11,11282,5119,959.36,967.20,7.84,1,1,10.00,1,10,3.85,
6000,6000,6,9,5238,5356,959.36,964.80,5.44,1,1,10.00,1,10,2.75,
6001,6001,15,22,4899,3689,959.38,970.70,11.32,1,1,10.00,1,15,3.79,
6002,6002,19,11,1352,5119,959.39,967.50,8.11,1,1,10.00,1,5,3.08,
6003,6003,5,13,11282,5034,959.39,968.20,8.81,1,1,10.00,1,0,5.17,
6004,6004,5,34,11282,1319,959.39,963.60,4.21,1,1,10.00,1,10,2.36,
6005,6005,31,13,1314,5034,959.39,963.60,4.21,1,1,10.00,1,5,2.07,
6006,6006,27,21,1346,6253,959.39,972.70,13.31,1,1,10.00,1,15,3.13,
6007,6007,25,11,1354,5119,959.39,962.90,3.51,1,1,10.00,1,10,1.47,
6008,6008,25,41,1354,5578,959.39,966.00,6.61,1,1,10.00,1,10,3.99,
6009,6009,3,9,11159,5356,959.41,967.90,8.49,1,1,10.00,1,5,4.13,
6010,6010,2,9,11123,5356,959.41,970.00,10.59,1,1,10.00,1,0,5.63,
6011,6011,2,24,11123,1325,959.41,968.60,9.19,1,1,10.00,1,10,3.35,
6012,6012,33,30,1351,1360,959.43,967.40,7.97,1,1,10.00,1,10,3.69,
6013,6013,1,16,5577,11827,959.43,961.00,1.57,1,1,10.00,1,10,0.90,
6014,6014,27,14,1346,5037,959.43,967.40,7.97,1,1,10.00,1,0,4.17,
6015,6015,34,13,1319,5034,959.43,962.70,3.27,1,1,10.00,1,15,1.77,
6016,6016,1,19,5577,1352,959.43,967.20,7.77,1,1,10.00,1,10,4.30,
6017,6017,16,19,11827,1352,959.44,968.00,8.56,1,1,10.00,1,15,4.83,
6018,6018,1,31,5577,1314,959.47,962.40,2.93,1,1,10.00,1,15,1.72,
6019,6019,3,38,11159,1397,959.47,965.80,6.33,1,1,10.00,1,15,2.84,
6020,6020,1,41,5577,5578,959.50,960.60,1.10,1,1,10.00,1,15,0.62,
6021,6021,31,14,1316,5037,959.51,965.20,5.69,1,1,10.00,1,15,2.69,
6022,6022,32,9,1285,5356,959.51,970.90,11.39,1,1,10.00,1,15,6.11,
6023,6023,3,18,11159,1286,959.51,965.50,5.99,1,1,10.00,1,0,3.48,
6024,6024,9,36,5356,1299,959.51,968.80,9.29,1,1,10.00,1,15,3.75,
6025,6025,3,37,11159,1349,959.54,961.70,2.16,1,1,10.00,1,15,0.74,
6026,6026,20,33,1356,1351,959.54,962.50,2.96,1,1,10.00,1,5,1.03,
6027,6027,3,11,11159,5119,959.56,964.40,4.84,1,1,10.00,1,0,2.34,
6028,6028,3,34,11159,1319,959.57,960.90,1.33,1,1,10.00,1,15,0.59,
6029,6029,2,13,11123,5034,959.57,963.40,3.83,1,1,10.00,1,15,2.20,
6030,6030,2,34,11123,1319,959.57,960.70,1.13,1,1,10.00,1,5,0.63,
6031,6031,6,21,5238,6253,959.59,971.00,11.41,1,1,10.00,1,15,2.51,
6032,6032,31,24,1316,1325,959.59,965.80,6.21,1,1,10.00,1,15,2.82,
6033,6033,18,11,1286,5119,959.59,969.40,9.81,1,1,10.00,1,5,5.30,
6034,6034,31,9,1316,5356,959.59,968.10,8.51,1,1,10.00,1,0,4.32,
6035,6035,34,9,1320,5356,959.61,968.00,8.39,1,1,10.00,1,0,4.20,
6036,6036,20,37,1356,1349,959.61,962.20,2.59,1,1,10.00,1,10,1.00,
6037,6037,32,41,1285,5578,959.63,961.70,2.07,1,1,10.00,1,15,1.18,
6038,6038,3,31,11159,1316,959.65,961.30,1.65,1,1,10.00,1,0,0.71,
6039,6039,3,14,11159,5037,959.65,966.70,7.05,1,1,10.00,1,15,3.93,
6040,6040,41,11,5578,5119,959.66,968.50,8.84,1,1,10.00,1,10,5.03,
6041,6041,37,11,1349,5119,959.68,964.30,4.62,1,1,10.00,1,5,2.09,
6042,6042,5,41,11282,5578,959.68,967.40,7.72,1,1,10.00,1,15,4.97,
6043,6043,11,33,5119,1351,959.69,967.20,7.51,1,1,10.00,1,0,3.69,
6044,6044,31,11,1318,5119,959.69,964.80,5.11,1,1,10.00,1,0,2.53,
6045,6045,39,25,1404,1354,959.76,963.00,3.24,1,1,10.00,1,0,1.28,
6046,6046,6,11,5238,5119,959.76,968.40,8.64,1,1,10.00,1,10,4.07,
6047,6047,12,5,11151,11282,959.76,969.90,10.14,1,1,10.00,1,5,5.17,
6048,6048,4,28,11180,1359,959.77,967.30,7.53,1,1,10.00,1,5,2.66,
6049,6049,3,41,11159,5578,959.78,964.80,5.02,1,1,10.00,1,10,3.20,
6050,6050,17,11,1289,5119,959.78,967.90,8.12,1,1,10.00,1,0,4.34,
6051,6051,3,21,11159,6253,959.81,974.80,14.99,1,1,10.00,1,0,3.88,
6052,6052,3,24,11159,1325,959.85,965.50,5.65,1,1,10.00,1,0,2.63,
6053,6053,11,24,5119,1325,960.00,961.70,1.70,1,1,10.00,1,5,0.63,
6054,6054,37,41,1353,5578,960.00,965.60,5.60,1,1,10.00,1,0,3.45,
6055,6055,31,41,1318,5578,960.00,963.20,3.20,1,1,10.00,1,5,1.97,
6056,6056,18,31,1286,1318,960.00,964.50,4.50,1,1,10.00,1,10,2.25,
6057,6057,6,13,5238,5034,960.00,969.40,9.40,1,1,10.00,1,0,5.44,
6058,6058,33,13,1351,5034,960.00,968.40,8.40,1,1,10.00,1,0,4.76,
6059,6059,18,6,1286,5238,960.00,970.10,10.10,1,1,10.00,1,5,5.62,
6060,6060,2,14,11123,5037,960.00,965.10,5.10,1,1,10.00,1,15,2.82,
6061,6061,11,31,5119,8002,960.00,964.70,4.70,1,1,10.00,1,15,2.53,
6062,6062,6,33,5238,1351,960.00,962.40,2.40,1,1,10.00,1,15,1.29,
6063,6063,28,11,1359,5119,960.00,962.00,2.00,1,1,10.00,1,15,0.97,
6064,6064,34,18,1320,1286,960.00,963.90,3.90,1,1,10.00,1,5,2.09,
6065,6065,6,34,5238,1320,960.00,964.70,4.70,1,1,10.00,1,15,2.73,
6066,6066,9,17,5356,1289,960.00,969.70,9.70,1,1,10.00,1,0,5.23,
6067,6067,1,39,5577,1404,960.00,970.70,10.70,1,1,10.00,1,0,5.51,
6068,6068,3,26,11159,1323,960.00,962.00,2.00,1,1,10.00,1,15,1.10,
6069,6069,32,37,1285,1353,960.00,965.30,5.30,1,1,10.00,1,10,2.72,
6070,6070,1,24,5577,1325,960.00,969.00,9.00,1,1,10.00,1,5,5.06,
6071,6071,1,21,5577,6253,960.00,980.00,20.00,1,1,10.00,1,15,6.32,
6072,6072,5,36,11282,1299,960.00,971.10,11.10,1,1,10.00,1,0,5.75,
6073,6073,32,3,1285,11159,960.00,964.00,4.00,1,1,10.00,1,0,2.49,
6074,6074,3,19,11159,1352,960.00,963.90,3.90,1,1,10.00,1,0,1.87,
6075,6075,9,11,5356,5119,960.00,964.20,4.20,1,1,10.00,1,5,1.86,
6076,6076,41,31,5578,8002,960.00,963.20,3.20,1,1,10.00,1,0,1.97,
6077,6077,31,22,8002,3689,960.00,966.40,6.40,1,1,10.00,1,10,3.21,
6078,6078,6,41,5238,5578,960.00,968.50,8.50,1,1,10.00,1,15,5.34,
6079,6079,34,14,1322,5037,960.00,964.60,4.60,1,1,10.00,1,10,2.40,
6080,6080,11,41,5119,5578,960.00,968.10,8.10,1,1,10.00,1,0,5.03,
6081,6081,2,1,11123,5577,960.00,962.20,2.20,1,1,10.00,1,5,1.45,
6082,6082,31,19,8116,1352,960.00,964.40,4.40,1,1,10.00,1,5,2.06,
6083,6083,28,3,1359,11159,960.00,964.40,4.40,1,1,10.00,1,10,2.34,
6084,6084,41,36,5578,1299,960.00,964.30,4.30,1,1,10.00,1,0,2.43,
6085,6085,5,38,11282,1397,960.00,962.60,2.60,1,1,10.00,1,5,1.09,
6086,6086,9,6,5356,5238,960.00,965.00,5.00,1,1,10.00,1,0,2.75,
6087,6087,6,3,5238,11159,960.00,964.60,4.60,1,1,10.00,1,5,2.65,
6088,6088,35,9,1290,5356,960.00,971.40,11.40,1,1,10.00,1,10,5.62,
6089,6089,2,15,11123,4899,960.00,964.70,4.70,1,1,10.00,1,5,2.62,
6090,6090,20,34,1357,1322,960.00,964.70,4.70,1,1,10.00,1,15,2.11,
6091,6091,37,22,1353,3689,960.00,966.20,6.20,1,1,10.00,1,0,2.88,
6092,6092,9,22,5356,3689,960.00,961.60,1.60,1,1,10.00,1,15,0.52,
6093,6093,21,9,6253,5356,960.00,962.10,2.10,1,1,10.00,1,5,0.92,
6094,6094,37,20,1353,1357,960.00,962.60,2.60,1,1,10.00,1,15,1.00,
6095,6095,34,3,1322,11159,960.00,961.10,1.10,1,1,10.00,1,5,0.59,
6096,6096,14,3,5037,11159,960.00,967.10,7.10,1,1,10.00,1,10,3.93,
6097,6097,17,7,1289,11281,960.00,969.10,9.10,1,1,10.00,1,15,4.96,
6098,6098,37,19,1353,1352,960.00,962.00,2.00,1,1,10.00,1,15,0.71,
6099,6099,11,5,5119,11282,960.00,967.80,7.80,1,1,10.00,1,15,4.11,
6100,6100,21,14,6253,5037,960.00,970.90,10.90,1,1,10.00,1,5,4.57,
6101,6101,21,16,6253,11827,960.00,971.40,11.40,1,1,10.00,1,10,6.85,
6102,6102,3,15,11159,4899,960.00,966.90,6.90,1,1,10.00,1,5,3.72,
6103,6103,21,19,6253,1352,960.00,964.40,4.40,1,1,10.00,1,5,2.03,
6104,6104,13,3,5034,11159,960.00,966.10,6.10,1,1,10.00,1,15,3.30,
6105,6105,37,16,1349,11827,960.00,966.40,6.40,1,1,10.00,1,15,3.61,
6106,6106,18,38,1286,1397,960.00,971.20,11.20,1,1,10.00,1,0,5.81,
6107,6107,21,24,6253,1325,960.00,967.20,7.20,1,1,10.00,1,0,2.53,
6108,6108,17,2,1289,11123,960.00,961.90,1.90,1,1,10.00,1,5,1.02,
6109,6109,2,16,11123,11827,960.00,963.50,3.50,1,1,10.00,1,10,1.98,
6110,6110,11,20,5119,1356,960.00,965.80,5.80,1,1,10.00,1,15,2.51,
6111,6111,20,31,1356,1314,960.00,965.70,5.70,1,1,10.00,1,0,2.55,
6112,6112,19,21,1352,6253,960.00,971.20,11.20,1,1,10.00,1,10,2.03,
6113,6113,26,11,1323,5119,960.00,963.40,3.40,1,1,10.00,1,0,1.48,
6114,6114,32,23,1285,1361,960.00,971.90,11.90,1,1,10.00,1,15,5.75,
6115,6115,32,22,1285,3689,960.00,969.40,9.40,1,1,10.00,1,10,5.00,
6116,6116,9,1,5356,5577,960.00,970.20,10.20,1,1,10.00,1,10,5.66,
6117,6117,19,17,1352,1289,960.00,968.30,8.30,1,1,10.00,1,5,4.36,
6118,6118,3,6,11159,5238,960.00,964.90,4.90,1,1,10.00,1,5,2.65,
6119,6119,2,22,11123,3689,960.00,968.50,8.50,1,1,10.00,1,5,4.52,
6120,6120,27,24,1346,1325,960.00,966.10,6.10,1,1,10.00,1,5,2.87,
6121,6121,20,19,1356,1352,960.00,961.50,1.50,1,1,10.00,1,10,0.52,
6122,6122,9,16,5356,11827,960.00,970.60,10.60,1,1,10.00,1,0,4.86,
6123,6123,2,39,11123,1404,960.00,969.70,9.70,1,1,10.00,1,5,4.58,
6124,6124,19,15,1352,4899,960.00,969.30,9.30,1,1,10.00,1,0,5.18,
6125,6125,41,2,5578,11123,960.00,962.50,2.50,1,1,10.00,1,5,1.70,
6126,6126,16,24,11827,1325,960.00,969.90,9.90,1,1,10.00,1,5,4.24,
6127,6127,3,16,11159,11827,960.00,965.60,5.60,1,1,10.00,1,10,3.48,
6128,6128,36,14,1299,5037,960.00,961.80,1.80,1,1,10.00,1,15,0.82,
6129,6129,26,21,1323,6253,960.00,974.50,14.50,1,1,10.00,1,5,3.48,
6130,6130,16,21,11827,6253,960.00,981.50,21.50,1,1,10.00,1,5,6.85,
6131,6131,18,41,1286,5578,960.00,962.60,2.60,1,1,10.00,1,15,1.15,
6132,6132,26,22,1323,3689,960.00,964.70,4.70,1,1,10.00,1,15,2.16,
6133,6133,37,13,1349,5034,960.00,966.90,6.90,1,1,10.00,1,10,3.65,
6134,6134,20,16,1356,11827,960.00,969.20,9.20,1,1,10.00,1,5,4.21,
6135,6135,20,14,1356,5037,960.00,971.00,11.00,1,1,10.00,1,0,5.18,
6136,6136,27,17,1346,1289,960.00,964.90,4.90,1,1,10.00,1,0,2.76,
6137,6137,20,13,1356,5034,960.00,969.90,9.90,1,1,10.00,1,5,4.55,
6138,6138,35,16,1290,11827,960.00,962.10,2.10,1,1,10.00,1,5,0.83,
6139,6139,17,24,1289,1325,960.00,969.50,9.50,1,1,10.00,1,10,3.32,
6140,6140,33,34,1351,1320,960.00,963.80,3.80,1,1,10.00,1,15,1.94,
6141,6141,5,2,11282,11123,960.00,966.00,6.00,1,1,10.00,1,0,3.79,
6142,6142,2,37,11123,1349,960.00,964.60,4.60,1,1,10.00,1,10,2.25,
6143,6143,3,9,11159,5356,960.00,966.60,6.60,1,1,10.00,1,5,3.35,
6144,6144,7,18,11281,1286,960.00,970.10,10.10,1,1,10.00,1,0,5.92,
6145,6145,26,41,1323,5578,960.00,965.50,5.50,1,1,10.00,1,15,3.24,
6146,6146,3,32,11159,1285,960.00,964.40,4.40,1,1,10.00,1,5,2.49,
6147,6147,32,19,1285,1352,960.00,967.40,7.40,1,1,10.00,1,5,3.85,
6148,6148,1,11,5577,5119,960.00,968.50,8.50,1,1,10.00,1,10,4.77,
6149,6149,14,11,5037,5119,960.00,969.00,9.00,1,1,10.00,1,5,2.96,
6150,6150,35,19,1290,1352,960.00,968.20,8.20,1,1,10.00,1,0,3.97,
6151,6151,18,27,1286,1348,960.00,967.30,7.30,1,1,10.00,1,10,3.72,
6152,6152,27,1,1348,5577,960.00,965.20,5.20,1,1,10.00,1,0,3.19,
6153,6153,7,36,11281,1299,960.00,971.20,11.20,1,1,10.00,1,10,5.94,
6154,6154,16,9,11827,5356,960.00,971.90,11.90,1,1,10.00,1,15,4.96,
6155,6155,13,37,5034,1353,960.00,967.10,7.10,1,1,10.00,1,0,3.43,
6156,6156,7,20,11281,1357,960.00,962.40,2.40,1,1,10.00,1,5,0.96,
6157,6157,7,11,11281,5119,960.00,967.60,7.60,1,1,10.00,1,10,3.53,
6158,6158,2,17,11123,1289,960.00,962.20,2.20,1,1,10.00,1,5,1.02,
6159,6159,11,18,5119,1286,960.00,969.40,9.40,1,1,10.00,1,10,5.30,
6160,6160,34,1,1320,5577,960.00,962.40,2.40,1,1,10.00,1,15,1.56,
6161,6161,1,14,5577,5037,960.00,964.20,4.20,1,1,10.00,1,0,2.29,
6162,6162,35,34,1290,1320,960.00,962.70,2.70,1,1,10.00,1,15,0.99,
6163,6163,35,31,1290,8002,960.00,964.10,4.10,1,1,10.00,1,0,1.39,
6164,6164,27,28,1348,1359,960.00,965.30,5.30,1,1,10.00,1,10,2.58,
6165,6165,19,41,1352,5578,960.00,967.20,7.20,1,1,10.00,1,15,4.55,
6166,6166,7,31,11281,8002,960.00,966.20,6.20,1,1,10.00,1,10,3.15,
6167,6167,27,9,1348,5356,960.00,966.40,6.40,1,1,10.00,1,0,3.38,
6168,6168,19,37,1352,1353,960.00,962.00,2.00,1,1,10.00,1,10,0.71,
6169,6169,32,15,1285,4899,960.00,964.70,4.70,1,1,10.00,1,15,2.64,
6170,6170,5,27,11282,1348,960.00,963.00,3.00,1,1,10.00,1,10,1.53,
6171,6171,18,20,1286,1357,960.00,970.90,10.90,1,1,10.00,1,15,5.33,
6172,6172,31,36,8002,1299,960.00,965.20,5.20,1,1,10.00,1,0,2.37,
6173,6173,31,37,8002,1353,960.00,962.40,2.40,1,1,10.00,1,15,0.94,
6174,6174,9,20,5356,1357,960.00,963.10,3.10,1,1,10.00,1,15,1.19,
6175,6175,15,21,4899,6253,960.00,980.80,20.80,1,1,10.00,1,15,4.49,
6176,6176,3,28,11159,1359,960.00,964.70,4.70,1,1,10.00,1,10,2.34,
6177,6177,35,22,1290,3689,960.00,970.70,10.70,1,1,10.00,1,0,4.30,
6178,6178,28,32,1359,1285,960.00,967.90,7.90,1,1,10.00,1,10,4.32,
6179,6179,19,28,1352,1359,960.00,966.60,6.60,1,1,10.00,1,10,2.40,
6180,6180,6,20,5238,1357,960.00,963.60,3.60,1,1,10.00,1,15,1.65,
6181,6181,2,11,11123,5119,960.00,967.50,7.50,1,1,10.00,1,10,3.84,
6182,6182,27,13,1348,5034,960.00,968.10,8.10,1,1,10.00,1,5,4.14,
6183,6183,37,38,1353,1397,960.00,964.60,4.60,1,1,10.00,1,15,2.07,
6184,6184,9,28,5356,1359,960.00,963.00,3.00,1,1,10.00,1,0,1.03,
6185,6185,11,21,5119,6253,960.00,972.90,12.90,1,1,10.00,1,15,2.24,
