vehicle id,anaysis_travel_distance,anaysis_travel_time
6169,2.6,4.7
6170,1.5,3.0
6171,5.3,10.9
6172,2.4,5.2
6173,0.9,2.4
6174,1.2,3.1
6175,4.5,20.8
6176,2.3,4.7
6177,4.3,10.7
6178,4.3,7.9
6179,2.4,6.6
6180,1.7,3.6
6181,3.8,7.5
6182,4.1,8.1
6183,2.1,4.6
6184,1.0,3.0
6185,2.2,12.9
6186,3.3,5.9
6187,4.1,12.1
6188,5.0,8.6
6189,3.1,6.9
6190,5.7,11.3
6191,1.6,2.6
6192,2.1,4.4
6193,1.5,2.9
6194,1.5,3.5
6195,4.8,9.1
6196,1.2,2.2
6197,3.0,5.9
6198,2.3,5.0
6199,4.3,8.6
6200,2.5,5.8
6201,2.5,4.7
6202,2.5,5.8
6203,2.3,4.8
6204,2.8,5.5
6205,2.6,5.3
6206,1.0,2.6
6207,5.0,9.2
6208,5.1,11.2
6209,6.3,12.6
6210,1.5,3.6
6211,1.2,3.4
6212,1.5,3.3
6213,2.3,4.9
6214,5.6,12.4
6215,3.4,5.8
6216,4.3,7.2
6217,3.1,7.4
6218,2.8,5.1
6219,5.1,10.4
6220,3.8,7.0
6221,2.9,5.0
6222,4.7,8.7
6223,6.0,12.0
6224,5.3,10.3
6225,5.6,10.6
6226,2.4,6.1
6227,5.1,9.6
6228,0.6,1.2
6229,1.8,4.5
6230,3.4,6.2
6231,1.7,4.4
6232,1.7,2.7
6233,5.8,11.0
6234,3.2,5.0
6235,2.6,4.6
6236,4.0,7.4
6237,1.8,2.9
6238,6.1,11.5
6239,2.2,3.9
6240,4.8,9.7
6241,4.9,9.2
6242,3.5,6.7
6243,5.7,10.0
6244,3.9,7.2
6245,5.9,20.2
6246,2.6,7.8
6247,2.7,8.3
6248,2.4,4.8
6249,0.7,2.1
6250,3.2,9.0
6251,4.0,9.3
6252,3.2,6.2
6253,0.6,1.4
6254,2.6,5.5
6255,2.3,4.7
6256,3.7,8.8
6257,4.3,9.9
6258,6.8,12.1
6259,1.7,4.3
6260,2.5,4.4
6261,6.6,13.8
6262,4.0,15.9
6263,1.8,6.9
6264,3.2,5.7
6265,5.8,10.1
6266,2.4,5.4
6267,2.0,5.0
6268,6.3,12.5
6269,5.8,11.9
6270,4.0,10.6
6271,4.1,16.4
6272,2.5,4.4
6273,2.5,4.5
6274,3.9,15.0
6275,2.0,5.1
6276,6.6,21.5
6277,1.8,10.8
6278,3.3,9.1
6279,4.9,9.1
6280,4.1,8.0
6281,2.5,4.1
6282,2.0,3.4
6283,2.0,3.2
6284,0.5,1.4
6285,5.9,20.1
6286,4.1,8.0
6287,2.8,5.1
6288,3.6,8.4
6289,4.8,8.5
6290,3.2,4.9
6291,2.8,6.4
6292,4.8,9.2
6293,0.8,2.0
6294,2.2,4.3
6295,0.8,1.7
6296,1.3,3.4
6297,3.2,5.4
6298,1.3,2.7
6299,2.1,3.7
6300,4.1,8.4
6301,4.3,8.2
6302,5.2,10.8
6303,2.8,8.3
6304,2.8,5.2
6305,6.1,11.2
6306,5.4,18.8
6307,3.8,7.0
6308,0.9,8.3
6309,2.8,5.3
6310,0.6,1.1
6311,2.2,4.0
6312,2.0,7.0
6313,2.3,7.0
6314,3.8,20.1
6315,2.9,6.5
6316,3.8,6.8
6317,5.1,9.2
6318,1.2,2.1
6319,2.3,4.7
6320,5.9,11.2
6321,2.1,4.3
6322,2.2,6.0
6323,3.2,10.4
6324,1.0,2.8
6325,5.0,7.9
6326,2.1,4.6
6327,4.1,8.2
6328,3.0,6.0
6329,2.3,4.1
6330,3.8,9.9
6331,2.9,4.4
6332,3.2,4.9
6333,3.3,7.8
6334,1.0,1.8
6335,2.0,3.6
6336,3.0,5.7
6337,1.8,3.9
6338,2.7,5.7
6339,2.9,4.3
6340,5.3,9.3
6341,1.5,2.1
6342,1.3,3.0
6343,5.3,8.4
6344,0.9,2.0
6345,3.0,6.1
6346,5.1,9.4
6347,5.0,9.3
6348,3.9,8.8
6349,2.6,5.8
6350,4.2,7.6
6351,4.0,7.2
6352,0.7,1.6
6353,2.6,5.6
6354,2.3,4.1
6355,3.4,5.9
6356,1.5,3.2
6357,1.7,2.6
6358,4.0,20.6
6359,2.5,13.2
6360,1.0,2.3
6361,3.8,8.2
6362,0.9,1.8
6363,5.5,10.6
6364,1.4,3.3
6365,5.8,11.6
6366,7.0,12.8
6367,3.2,4.9
6368,1.2,2.1
6369,1.2,1.9
6370,2.1,11.2
6371,1.2,1.9
6372,6.4,11.9
6373,2.6,5.7
6374,3.9,9.6
6375,2.1,4.6
6376,6.3,20.8
6377,3.1,7.0
6378,3.4,6.1
6379,3.3,7.1
6380,0.4,1.1
6381,1.9,4.5
6382,2.8,6.4
6383,2.5,12.1
6384,4.3,8.8
6385,5.3,9.8
6386,2.0,3.3
6387,5.5,10.2
6388,2.2,4.3
6389,2.6,5.2
6390,3.1,7.0
6391,2.5,5.4
6392,4.7,8.1
6393,1.1,2.1
6394,1.6,2.6
6395,2.3,4.6
6396,3.9,8.8
6397,1.8,3.0
6398,1.3,2.6
6399,1.7,3.3
6400,0.6,1.3
6401,2.8,5.6
6402,1.5,2.8
6403,3.4,5.5
6404,0.6,1.1
6405,3.9,10.5
6406,2.1,4.8
6407,3.1,5.3
6408,2.2,4.3
6409,2.1,4.0
6410,3.2,6.8
6411,2.9,5.0
6412,2.2,3.9
6413,2.3,4.8
6414,4.8,8.6
6415,3.9,16.0
6416,5.0,8.2
6417,3.4,7.5
6418,0.8,1.5
6419,2.7,6.3
6420,4.0,9.4
6421,4.5,12.2
6422,6.9,22.6
6423,1.0,1.8
6424,2.8,5.2
6425,2.6,8.2
6426,2.7,4.9
6427,3.6,9.5
6428,3.4,5.6
6429,1.0,2.7
6430,1.1,2.1
6431,0.9,1.8
6432,6.1,11.3
6433,1.8,2.8
6434,3.5,5.9
6435,2.8,5.7
6436,6.1,11.2
6437,4.8,9.8
6438,5.8,10.0
6439,3.5,5.6
6440,3.4,7.2
6441,1.9,4.1
6442,0.6,1.1
6443,6.7,12.1
6444,3.5,8.5
6445,2.0,4.4
6446,2.4,5.0
6447,3.2,4.9
6448,3.7,7.3
6449,2.0,3.8
6450,2.5,6.4
6451,4.3,8.9
6452,5.5,10.2
6453,2.1,4.8
6454,2.9,5.5
6455,3.7,6.5
6456,3.8,8.4
6457,2.2,4.2
6458,4.0,6.9
6459,1.6,4.1
6460,6.6,10.7
6461,5.4,11.7
6462,3.0,5.1
6463,3.8,8.6
6464,3.3,7.0
6465,1.7,3.0
6466,0.6,1.9
6467,4.1,9.5
6468,4.3,8.6
6469,1.6,3.1
6470,0.9,1.7
6471,2.2,5.2
6472,1.2,2.2
6473,4.3,7.6
6474,4.3,8.3
6475,5.0,8.7
6476,4.8,9.8
6477,2.7,4.7
6478,5.8,11.8
6479,5.4,9.8
6480,4.9,9.0
6481,0.5,1.4
6482,5.3,9.8
6483,1.3,3.1
6484,2.6,5.9
6485,3.9,7.4
6486,1.2,2.4
6487,1.9,7.4
6488,4.1,8.1
6489,2.7,4.6
6490,4.3,7.6
6491,0.9,1.7
6492,4.3,7.9
6493,1.8,3.2
6494,5.6,8.9
6495,2.3,4.8
6496,0.6,1.8
6497,4.0,7.2
6498,3.3,7.2
6499,1.2,2.1
6500,4.0,10.0
6501,1.7,4.3
6502,3.3,8.7
6503,5.6,10.2
6504,3.8,7.3
6505,3.4,8.0
6506,0.7,1.5
6507,3.5,10.5
6508,1.6,3.1
6509,4.4,8.7
6510,1.2,2.9
6511,5.8,11.6
6512,3.9,6.9
6513,1.5,3.5
6514,5.2,8.8
6515,3.9,8.3
6516,3.1,13.9
6517,2.4,4.4
6518,2.1,4.5
6519,2.9,6.5
6520,2.3,4.3
6521,3.8,6.7
6522,3.4,6.6
6523,2.7,4.7
6524,2.3,4.9
6525,5.5,9.4
6526,1.4,3.8
6527,5.9,20.9
6528,3.7,7.6
6529,2.8,5.5
6530,5.3,8.3
6531,3.3,6.1
6532,3.4,7.1
6533,2.3,4.6
6534,2.3,3.8
6535,0.8,1.6
6536,2.6,5.3
6537,6.5,11.6
6538,1.4,6.0
6539,3.0,5.6
6540,1.8,4.5
6541,2.3,4.2
6542,1.0,2.0
6543,2.3,7.6
6544,6.6,11.9
6545,2.5,4.6
6546,0.9,1.6
6547,3.1,5.2
6548,2.5,5.3
6549,2.1,4.5
6550,1.1,2.0
6551,1.6,4.3
6552,4.5,8.2
6553,2.0,4.8
6554,4.8,8.0
6555,1.0,2.8
6556,1.9,3.5
6557,1.6,2.8
6558,4.4,8.7
6559,4.5,7.9
6560,3.1,6.3
6561,2.0,5.0
6562,1.7,2.5
6563,3.1,10.2
6564,2.1,4.2
6565,1.6,3.2
6566,1.9,3.5
6567,3.2,4.8
6568,0.9,1.9
6569,2.1,3.8
6570,2.0,4.6
6571,3.7,7.5
6572,0.5,1.4
6573,2.4,5.1
6574,5.7,10.4
6575,4.8,8.8
6576,4.5,7.7
6577,3.5,8.1
6578,5.5,10.5
6579,3.4,6.0
6580,2.2,4.7
6581,4.6,7.5
6582,1.6,3.5
6583,1.5,3.2
6584,1.3,2.4
6585,2.2,4.3
6586,3.9,16.1
6587,0.7,2.1
6588,2.4,5.8
6589,2.4,4.6
6590,4.0,9.1
6591,4.1,9.5
6592,1.0,2.0
6593,2.5,4.1
6594,4.9,8.7
6595,2.3,4.1
6596,3.0,6.6
6597,3.0,8.3
6598,2.5,5.4
6599,0.6,1.2
6600,0.6,1.0
6601,3.9,7.7
6602,5.0,10.3
6603,2.6,5.9
6604,0.9,2.1
6605,4.0,8.8
6606,0.8,2.0
6607,2.3,4.9
6608,1.7,4.0
6609,6.0,11.5
6610,4.3,10.1
6611,3.7,8.8
6612,2.1,4.8
6613,5.0,7.8
6614,1.5,3.6
6615,4.0,8.5
6616,4.6,7.6
6617,3.5,5.8
6618,1.1,2.8
6619,4.6,7.9
6620,1.1,2.9
6621,3.3,9.3
6622,5.9,10.0
6623,4.0,8.9
6624,2.3,5.9
6625,3.5,6.9
6626,3.2,6.5
6627,2.8,5.1
6628,2.2,4.9
6629,1.0,2.5
6630,2.2,12.8
6631,2.1,4.8
6632,2.6,6.3
6633,6.2,11.0
6634,3.4,6.7
6635,1.3,2.8
6636,6.3,21.3
6637,5.4,19.0
6638,4.1,7.9
6639,5.0,8.9
6640,2.5,4.1
6641,4.3,8.5
6642,3.8,7.7
6643,3.3,9.3
6644,1.8,4.7
6645,0.9,1.8
6646,2.2,5.5
6647,2.1,4.0
6648,2.9,5.8
6649,5.6,9.3
6650,3.2,6.7
6651,2.3,4.9
6652,1.6,3.1
6653,1.9,5.2
6654,1.3,2.8
6655,3.2,4.8
6656,1.1,2.3
6657,0.7,1.5
6658,4.0,7.3
6659,2.5,4.8
6660,3.5,6.4
6661,4.6,7.3
6662,2.0,3.3
6663,0.9,2.1
6664,2.1,7.2
6665,5.8,10.0
6666,2.4,5.4
6667,4.0,16.5
6668,3.2,5.9
6669,1.8,6.8
6670,2.4,5.6
6671,2.2,4.2
6672,2.3,6.2
6673,1.2,2.1
6674,1.6,2.6
6675,3.4,5.5
6676,2.9,4.9
6677,5.4,11.0
6678,1.8,2.9
6679,1.5,3.5
6680,3.1,5.7
6681,4.5,9.0
6682,2.3,4.8
6683,3.8,7.3
6684,1.2,2.2
6685,5.1,9.4
6686,3.2,6.2
6687,4.5,9.0
6688,1.1,2.7
6689,1.0,9.5
6690,2.2,3.9
6691,4.7,7.9
6692,4.8,8.4
6693,0.5,1.6
6694,3.2,5.1
6695,4.0,10.4
6696,1.3,3.4
6697,1.6,10.9
6698,4.7,23.0
6699,3.2,6.1
6700,3.4,7.9
6701,3.6,6.5
6702,6.4,11.6
6703,0.7,1.5
6704,3.3,6.7
6705,2.7,4.6
6706,5.0,8.3
6707,4.2,7.0
6708,2.7,5.4
6709,2.6,6.0
6710,3.4,5.7
6711,2.3,4.3
6712,3.7,7.7
6713,2.9,6.4
6714,2.2,4.1
6715,2.3,4.3
6716,6.0,12.2
6717,4.0,7.4
6718,7.1,12.6
6719,1.1,2.6
6720,0.7,2.2
6721,2.3,4.3
6722,2.7,4.9
6723,0.4,1.1
6724,2.8,5.0
6725,3.3,6.2
6726,3.7,9.2
6727,2.5,15.3
6728,0.5,1.5
6729,4.8,8.4
6730,0.4,1.2
6731,3.5,7.7
6732,6.0,22.5
6733,3.7,6.3
6734,0.9,2.3
6735,2.1,3.8
6736,4.8,8.7
6737,1.2,2.3
6738,6.5,11.3
6739,3.4,7.1
6740,1.7,2.9
6741,5.2,8.9
6742,2.9,6.5
6743,3.4,6.2
6744,3.0,6.4
6745,2.9,5.1
6746,1.3,2.5
6747,2.1,4.4
6748,2.8,7.9
6749,3.1,6.9
6750,3.5,7.1
6751,4.6,9.0
6752,2.5,4.4
6753,4.3,8.0
6754,1.6,3.8
6755,2.8,5.5
6756,0.7,2.0
6757,4.3,7.0
6758,1.2,2.6
6759,2.9,5.4
6760,4.2,7.3
6761,2.9,5.0
6762,5.6,9.8
6763,1.5,3.1
6764,2.5,4.4
6765,2.7,6.0
6766,2.0,3.9
6767,2.8,5.8
6768,4.1,17.2
6769,1.5,3.0
6770,3.4,8.0
6771,2.1,4.8
6772,0.9,2.2
6773,1.3,2.6
6774,2.5,8.3
6775,5.0,8.4
6776,4.7,7.9
6777,3.2,6.5
6778,0.3,0.7
6779,1.2,3.1
6780,2.2,5.8
6781,2.1,5.2
6782,2.8,5.0
6783,0.6,1.5
6784,2.6,5.8
6785,5.1,10.5
6786,3.4,5.9
6787,1.4,2.7
6788,4.4,9.9
6789,0.6,1.1
6790,2.6,5.6
6791,3.4,5.5
6792,2.8,4.9
6793,1.6,3.6
6794,3.9,16.4
6795,4.9,8.7
6796,2.8,6.2
6797,3.5,7.6
6798,2.5,12.6
6799,5.3,10.4
6800,3.4,7.7
6801,1.7,2.7
6802,6.6,11.6
6803,3.2,4.8
6804,5.8,10.1
6805,2.9,4.6
6806,3.8,9.8
6807,2.9,4.5
6808,2.0,5.4
6809,4.9,9.9
6810,1.8,11.3
6811,3.8,9.0
6812,4.1,8.2
6813,6.6,21.8
6814,1.0,2.8
6815,4.5,10.8
6816,4.1,7.9
6817,4.8,9.1
6818,1.5,3.8
6819,2.0,3.3
6820,3.2,5.5
6821,3.0,6.2
6822,4.5,9.1
6823,1.9,4.3
6824,3.5,5.5
6825,3.8,8.2
6826,2.2,4.6
6827,0.6,1.5
6828,2.2,4.0
6829,0.6,1.3
6830,2.3,4.9
6831,1.8,4.4
6832,3.0,6.9
6833,2.2,3.9
6834,1.0,2.4
6835,5.6,9.5
6836,4.8,9.5
6837,0.5,1.5
6838,2.9,7.1
6839,2.7,5.9
6840,5.6,9.2
6841,3.9,7.9
6842,4.2,8.5
6843,1.2,3.0
6844,2.2,13.0
6845,3.3,9.0
6846,3.2,5.7
6847,1.0,2.0
6848,4.7,7.8
6849,5.6,9.6
6850,1.5,2.7
6851,1.5,3.0
6852,4.3,8.5
6853,5.1,8.6
6854,0.9,1.9
6855,3.9,7.1
6856,4.1,8.3
6857,2.0,3.3
6858,2.5,4.2
6859,0.5,1.4
6860,5.9,20.9
6861,2.8,5.7
6862,2.0,3.2
6863,2.3,4.0
6864,0.8,1.7
6865,3.5,6.1
6866,3.4,8.2
6867,4.3,8.6
6868,4.8,8.7
6869,2.7,5.4
6870,2.6,8.6
6871,2.7,5.1
6872,3.2,4.9
6873,3.7,6.9
6874,5.0,9.6
6875,3.1,6.8
6876,4.8,9.0
6877,0.6,1.2
6878,6.6,13.5
6879,1.2,2.6
6880,2.5,13.7
6881,5.5,11.1
6882,2.1,11.9
6883,1.5,3.2
6884,0.6,1.2
6885,2.5,5.1
6886,2.4,4.7
6887,2.5,13.0
6888,3.5,7.4
6889,2.4,7.7
6890,3.4,6.3
6891,1.0,2.3
6892,3.3,7.8
6893,2.5,5.6
6894,5.9,21.2
6895,6.1,12.2
6896,2.7,5.7
6897,3.5,6.0
6898,6.3,22.8
6899,2.1,4.5
6900,3.3,8.9
6901,0.8,1.7
6902,3.2,5.5
6903,2.1,3.6
6904,1.3,2.8
6905,6.1,12.0
6906,1.3,3.2
6907,0.8,2.1
6908,2.2,4.3
6909,0.6,1.1
6910,1.2,2.2
6911,2.3,4.6
6912,0.6,1.6
6913,5.1,10.2
6914,1.7,4.3
6915,4.1,8.2
6916,3.8,7.4
6917,2.9,7.8
6918,5.5,9.1
6919,1.5,3.1
6920,4.3,7.6
6921,2.1,4.4
6922,0.5,1.4
6923,3.7,6.4
6924,4.1,8.9
6925,5.3,9.7
6926,5.7,11.8
6927,0.7,2.1
6928,2.1,3.9
6929,1.5,2.7
6930,1.9,3.8
6931,1.9,4.1
6932,0.4,1.1
6933,3.9,16.7
6934,4.3,8.3
6935,3.4,5.8
6936,1.7,2.9
6937,2.8,6.1
6938,5.0,9.1
6939,2.0,3.3
6940,1.0,2.0
6941,3.4,6.7
6942,4.3,9.3
6943,3.7,7.5
6944,3.8,10.3
6945,3.8,8.0
6946,2.9,5.3
6947,5.4,9.0
6948,1.5,2.2
6949,2.3,4.3
6950,2.3,4.0
6951,2.6,4.8
6952,2.3,5.3
6953,6.6,11.3
6954,3.2,4.9
6955,1.7,2.7
6956,2.2,4.4
6957,1.8,2.9
6958,4.6,10.5
6959,0.7,2.1
6960,2.4,4.6
6961,4.4,9.2
6962,2.4,5.8
6963,4.8,8.0
6964,0.9,9.6
6965,6.2,10.6
6966,5.4,20.0
6967,2.8,5.1
6968,2.3,5.7
6969,3.4,6.5
6970,5.3,8.3
6971,4.0,7.3
6972,0.7,1.7
6973,0.6,1.4
6974,2.5,5.2
6975,1.8,2.8
6976,3.4,5.7
6977,2.3,4.8
6978,2.9,4.9
6979,1.6,2.6
6980,3.1,5.2
6981,2.1,4.0
6982,2.6,5.8
6983,1.7,3.2
6984,4.3,8.2
6985,0.9,1.7
6986,4.3,7.1
6987,1.0,2.9
6988,2.3,4.9
6989,3.6,6.9
6990,1.8,4.7
6991,4.8,8.8
6992,3.6,7.5
6993,4.3,9.9
6994,6.8,12.4
6995,1.7,4.3
6996,3.7,8.9
6997,2.8,6.3
6998,1.2,2.1
6999,5.0,8.1
7000,3.4,7.9
7001,4.4,10.0
7002,4.8,8.4
7003,4.1,23.0
7004,4.1,8.2
7005,4.1,8.4
7006,4.9,10.0
7007,4.3,8.4
7008,0.6,1.0
7009,2.0,4.2
7010,1.0,2.9
7011,3.2,4.9
7012,6.3,10.7
7013,1.1,2.1
7014,1.6,3.5
7015,2.4,4.0
7016,2.5,4.9
7017,5.2,8.3
7018,2.7,4.6
7019,1.9,3.5
7020,3.4,6.0
7021,3.4,5.6
7022,2.0,12.2
7023,4.0,8.3
7024,1.5,3.4
7025,1.9,7.1
7026,1.4,2.7
7027,2.5,4.3
7028,2.2,4.3
7029,2.6,7.7
7030,2.6,5.7
7031,1.3,2.6
7032,3.6,8.1
7033,4.0,6.7
7034,2.0,3.2
7035,1.0,2.4
7036,2.0,6.5
7037,5.4,8.5
7038,5.7,10.5
7039,3.2,5.6
7040,3.1,14.9
7041,3.2,7.2
7042,1.2,2.2
7043,2.6,5.7
7044,0.7,2.0
7045,1.0,2.0
7046,2.1,4.6
7047,4.2,8.3
7048,3.5,21.1
7049,1.2,2.4
7050,2.7,5.8
7051,3.4,8.3
7052,6.3,11.9
7053,5.0,8.2
7054,1.1,2.2
7055,0.5,1.4
7056,3.1,6.7
7057,4.8,8.0
7058,6.5,13.5
7059,3.7,6.7
7060,2.2,4.0
7061,1.3,2.5
7062,3.0,5.8
7063,4.2,9.8
7064,2.3,3.9
7065,5.2,11.2
7066,2.5,5.5
7067,2.3,4.1
7068,5.9,12.2
7069,2.9,6.7
7070,2.1,4.5
7071,1.7,3.2
7072,2.3,4.1
7073,2.5,5.3
7074,1.9,3.3
7075,2.2,4.4
7076,4.7,8.4
7077,1.0,2.0
7078,2.8,7.0
7079,1.0,1.8
7080,2.1,4.4
7081,3.7,6.4
7082,3.2,7.1
7083,3.0,8.6
7084,2.5,4.0
7085,6.9,23.9
7086,4.1,7.5
7087,3.0,6.6
7088,5.0,8.5
7089,2.5,4.2
7090,3.6,7.4
7091,5.3,9.5
7092,2.4,4.9
7093,0.7,1.5
7094,0.9,2.2
7095,5.3,8.7
7096,2.7,6.1
7097,0.4,1.1
7098,4.7,9.4
7099,3.0,6.8
7100,4.3,6.6
7101,1.4,3.0
7102,1.6,3.9
7103,2.9,6.3
7104,4.3,7.8
7105,2.3,4.2
7106,0.6,1.1
7107,5.4,9.0
7108,4.2,8.1
7109,2.0,4.9
7110,2.1,7.2
7111,4.7,8.7
7112,5.8,9.8
7113,2.3,4.7
7114,5.2,10.0
7115,3.2,9.3
7116,2.8,5.7
7117,2.6,5.9
7118,1.3,3.2
7119,1.4,3.7
7120,3.4,6.9
7121,2.0,3.8
7122,2.8,4.9
7123,3.9,16.7
7124,4.0,9.7
7125,3.8,7.5
7126,1.2,2.2
7127,2.3,4.9
7128,2.2,5.8
7129,2.8,5.2
7130,4.1,8.6
7131,5.6,9.1
7132,1.9,4.0
7133,3.4,7.6
7134,3.0,6.4
7135,2.8,6.9
7136,2.5,13.4
7137,4.3,8.7
7138,5.3,10.4
7139,3.0,7.2
7140,3.4,6.2
7141,2.6,6.4
7142,5.9,11.6
7143,2.1,4.6
7144,4.1,8.5
7145,3.6,16.8
7146,5.7,10.0
7147,2.4,5.2
7148,1.9,6.8
7149,3.2,6.3
7150,3.9,8.2
7151,4.6,10.0
7152,2.1,4.8
7153,2.2,14.1
7154,6.3,22.0
7155,2.8,5.2
7156,2.9,5.8
7157,2.5,5.9
7158,1.7,4.2
7159,6.6,12.2
7160,3.0,5.6
7161,2.9,9.5
7162,2.3,7.2
7163,1.4,6.3
7164,1.7,2.5
7165,3.2,5.0
7166,3.1,5.1
7167,4.8,9.1
7168,5.7,10.3
7169,2.6,6.0
7170,4.1,8.1
7171,3.1,5.7
7172,2.7,5.6
7173,3.7,8.5
7174,2.5,8.0
7175,3.6,8.6
7176,2.5,6.4
7177,5.1,8.7
7178,5.3,9.4
7179,2.9,5.8
7180,6.6,10.5
7181,1.6,4.1
7182,0.6,1.3
7183,2.2,3.8
7184,0.6,1.5
7185,2.5,4.7
7186,1.3,3.0
7187,2.5,5.9
7188,3.0,5.6
7189,2.0,3.7
7190,2.9,4.7
7191,2.1,5.0
7192,1.8,4.6
7193,1.0,1.8
7194,2.7,6.8
7195,1.5,2.5
7196,5.4,9.7
7197,5.0,7.6
7198,0.9,3.0
7199,2.9,4.6
7200,3.2,4.9
7201,3.8,9.4
7202,3.7,8.4
7203,5.3,8.0
7204,3.0,5.6
7205,1.0,2.8
7206,2.3,4.2
7207,2.3,5.2
7208,0.6,1.1
7209,2.2,4.3
7210,4.1,18.3
7211,2.5,4.4
7212,4.0,10.3
7213,5.8,11.5
7214,2.5,4.4
7215,6.3,13.0
7216,5.9,21.2
7217,1.3,2.3
7218,1.8,2.8
7219,6.1,10.8
7220,5.4,11.3
7221,3.5,16.9
7222,2.2,4.3
7223,1.2,2.5
7224,3.8,6.8
7225,5.0,10.6
7226,4.6,9.9
7227,3.6,7.0
7228,1.6,2.5
7229,2.0,3.2
7230,2.1,4.0
7231,0.9,2.7
7232,4.6,7.2
7233,5.9,10.9
7234,1.0,2.1
7235,1.7,3.1
7236,4.3,9.1
7237,4.6,7.5
7238,3.6,9.2
7239,4.7,9.5
7240,0.7,1.8
7241,3.2,4.9
7242,0.8,1.8
7243,3.9,7.0
7244,4.3,8.8
7245,2.6,6.0
7246,0.9,2.1
7247,5.0,10.9
7248,0.7,2.0
7249,5.4,9.2
7250,2.0,4.4
7251,2.5,7.7
7252,3.9,17.5
7253,4.3,8.1
7254,3.3,5.8
7255,1.6,2.6
7256,2.9,5.2
7257,3.9,7.6
7258,0.7,1.6
7259,2.4,5.8
7260,2.4,4.4
7261,0.8,2.3
7262,3.5,10.2
7263,3.8,6.2
7264,3.8,8.9
7265,1.7,4.0
7266,0.7,1.4
7267,4.3,7.0
7268,1.2,2.2
7269,2.3,3.8
7270,1.8,3.2
7271,4.0,10.9
7272,2.1,4.3
7273,2.4,7.2
7274,3.3,8.1
7275,4.1,7.9
7276,2.3,5.2
7277,1.3,2.6
7278,2.3,5.6
7279,1.8,12.2
7280,4.8,9.1
7281,1.9,3.2
7282,3.5,8.0
7283,4.3,7.3
7284,5.1,10.6
7285,0.8,1.7
7286,1.0,2.8
7287,2.1,4.2
7288,6.6,22.5
7289,0.7,1.7
7290,0.6,1.7
7291,0.9,2.1
7292,4.0,8.2
7293,2.4,4.3
7294,5.3,9.4
7295,1.8,3.3
7296,3.8,7.9
7297,2.0,5.2
7298,2.7,5.3
7299,5.6,10.4
7300,0.9,9.6
7301,4.8,9.1
7302,2.3,4.0
7303,4.9,8.9
7304,4.4,9.8
7305,5.4,20.5
7306,6.2,10.3
7307,2.3,6.1
7308,3.4,5.9
7309,3.5,6.0
7310,5.3,11.5
7311,2.7,6.1
7312,2.1,4.4
7313,1.2,3.0
7314,2.7,4.8
7315,3.4,7.5
7316,3.5,6.8
7317,5.0,7.9
7318,2.7,4.1
7319,7.0,12.2
7320,0.7,2.1
7321,2.4,6.1
7322,2.4,4.6
7323,4.0,9.0
7324,4.5,9.0
7325,6.1,10.5
7326,0.6,1.1
7327,5.7,11.2
7328,1.2,1.9
7329,1.4,3.3
7330,2.1,13.0
7331,3.2,4.8
7332,2.5,14.2
7333,1.0,2.2
7334,0.9,2.0
7335,5.8,11.5
7336,1.5,3.1
7337,1.7,2.5
7338,4.0,8.0
7339,1.2,2.0
7340,1.2,2.0
7341,4.0,23.2
7342,6.7,11.9
7343,3.6,8.6
7344,1.6,3.1
7345,3.4,6.9
7346,2.9,6.8
7347,3.1,7.1
7348,2.4,4.6
7349,2.7,4.7
7350,5.4,9.3
7351,3.7,7.1
7352,0.6,1.2
7353,1.5,11.9
7354,1.3,2.5
7355,2.9,5.6
7356,2.1,4.0
7357,5.6,9.0
7358,2.3,5.0
7359,2.2,5.7
7360,3.5,8.7
7361,3.8,8.1
7362,1.6,3.0
7363,1.9,4.5
7364,1.8,4.6
7365,0.9,1.7
7366,1.3,3.5
7367,3.3,7.9
7368,3.4,6.2
7369,2.8,5.2
7370,3.4,5.5
7371,2.6,6.0
7372,5.5,9.8
7373,2.3,5.1
7374,2.0,3.2
7375,0.5,1.4
7376,4.1,8.4
7377,2.5,4.1
7378,2.8,5.3
7379,5.9,21.8
7380,2.0,3.1
7381,1.1,2.6
7382,3.8,7.9
7383,2.1,4.9
7384,6.3,22.3
7385,3.3,8.5
7386,2.8,6.1
7387,1.7,3.0
7388,5.3,8.4
7389,3.7,8.5
7390,5.0,10.9
7391,1.7,4.4
7392,6.8,11.7
7393,3.1,7.3
7394,5.6,8.7
7395,6.2,13.6
7396,2.5,5.7
7397,2.5,4.8
7398,4.1,8.1
7399,3.5,8.4
7400,3.9,17.6
7401,4.8,10.2
7402,4.6,7.0
7403,0.4,1.1
7404,2.3,5.6
7405,4.4,8.1
7406,3.2,5.4
7407,3.0,5.5
7408,1.8,4.7
7409,5.9,10.2
7410,2.5,4.4
7411,2.6,6.5
7412,2.5,6.3
7413,4.6,8.9
7414,3.4,6.8
7415,3.4,6.9
7416,5.0,8.5
7417,4.5,9.5
7418,4.8,8.3
7419,2.2,4.3
7420,1.9,4.0
7421,4.8,9.0
7422,1.5,3.6
7423,2.1,4.7
7424,4.3,6.9
7425,3.9,6.9
7426,2.0,3.4
7427,1.9,4.4
7428,2.3,4.6
7429,1.9,3.5
7430,2.3,4.2
7431,2.1,4.7
7432,3.5,8.8
7433,1.0,2.7
7434,0.5,1.3
7435,3.3,6.2
7436,3.7,7.8
7437,3.2,4.9
7438,5.9,10.9
