from_node_id,to_node_id,link_id_from_to,day_no,timestamp_in_min,travel_time_in_min,delay_in_min,link_in_volume_number_of_veh,link_out_volume_number_of_veh,link_volume_in_veh_per_hour_per_lane,link_volume_in_veh_per_hour_for_all_lanes,density_in_veh_per_distance_per_lane,speed,queue_length_percentage,number_of_queued_vehicles,cumulative_arrival_count,cumulative_departure_count,total_energy,total_CO2,total_NOX,total_CO,total_HC,total_PM,total_PM2.5
11,12,11->12,1,528,  1.00,  0.00, 60.00, 60.00,1200.00,3600.00, 19.67,60.00,0.00,0,3746,3687,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,529,  1.00,  0.00, 60.00, 60.00,1200.00,3600.00, 19.67,60.00,0.00,0,3806,3747,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,530,  1.00,  0.00, 60.00, 60.00,1200.00,3600.00, 19.67,60.00,0.00,0,3866,3807,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,531,  1.00,  0.00, 60.00, 60.00,1200.00,3600.00, 19.67,60.00,0.00,0,3926,3867,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,532,  1.00,  0.00, 60.00, 60.00,1200.00,3600.00, 19.67,60.00,0.00,0,3986,3927,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,533,  1.00,  0.00, 60.00, 60.00,1200.00,3600.00, 19.67,60.00,0.00,0,4046,3987,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,534,  1.00,  0.00, 60.00, 60.00,1200.00,3600.00, 19.67,60.00,0.00,0,4106,4047,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,535,  1.00,  0.00, 60.00, 60.00,1200.00,3600.00, 19.67,60.00,0.00,0,4166,4107,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,536,  1.00,  0.00, 60.00, 60.00,1200.00,3600.00, 19.67,60.00,0.00,0,4226,4167,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,537,  1.00,  0.00, 60.00, 60.00,1200.00,3600.00, 19.67,60.00,0.00,0,4286,4227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,538,  1.00,  0.00, 60.00, 60.00,1200.00,3600.00, 19.67,60.00,0.00,0,4346,4287,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,539,  1.00,  0.00, 60.00, 60.00,1200.00,3600.00, 19.67,60.00,0.00,0,4406,4347,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,540,  1.00,  0.00, 60.00, 60.00,1200.00,3600.00, 19.67,60.00,0.00,0,4466,4407,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,541,  1.00,  0.00, 60.00, 60.00,1200.00,3600.00, 19.67,60.00,0.00,0,4526,4467,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,542,  1.00,  0.00, 60.00, 60.00,1200.00,3600.00, 19.67,60.00,0.00,0,4586,4527,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,543,  1.00,  0.00, 60.00, 60.00,1200.00,3600.00, 19.67,60.00,0.00,0,4646,4587,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,544,  1.00,  0.00, 60.00, 60.00,1200.00,3600.00, 19.67,60.00,0.00,0,4706,4647,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,545,  1.00,  0.00, 60.00, 60.00,1200.00,3600.00, 19.67,60.00,0.00,0,4766,4707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,546,  1.00,  0.00, 60.00, 60.00,1200.00,3600.00, 19.67,60.00,0.00,0,4826,4767,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,547,  1.00,  0.00, 60.00, 60.00,1200.00,3600.00, 19.67,60.00,0.00,0,4886,4827,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,548,  1.00,  0.00, 60.00, 60.00,1200.00,3600.00, 19.67,60.00,0.00,0,4946,4887,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,549,  1.00,  0.00, 24.00, 60.00,480.00,1440.00, 19.67,60.00,0.00,0,5006,4947,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,550,  1.00,  0.00,  0.00, 23.00,  0.00,  0.00,  7.67,60.00,0.00,0,5030,5007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,551,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,552,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,553,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,554,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,555,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,556,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,557,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,558,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,559,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,560,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,561,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,562,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,563,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,564,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,565,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,566,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,567,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,568,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,569,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,570,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,571,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,572,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,573,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,574,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,575,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,576,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,577,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,578,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,579,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,580,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,581,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,582,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,583,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,584,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,585,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,586,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,587,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,588,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,589,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,590,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,591,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,592,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,593,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,594,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,595,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,596,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,597,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,598,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,599,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,600,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,601,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,602,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,603,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,604,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,605,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,606,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,607,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,608,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,609,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,610,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,611,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,612,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,613,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,614,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,615,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,616,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,617,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,618,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,619,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,620,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,621,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,622,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,623,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,624,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,625,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,626,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,627,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,628,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,629,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,630,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,631,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,632,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,633,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,634,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,635,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,636,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,637,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,638,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,639,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,640,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,641,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,642,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,643,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,644,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,645,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,646,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,647,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,648,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,649,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,650,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,651,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,652,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,653,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,654,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,655,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,656,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,657,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,658,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,659,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,660,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,661,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,662,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,663,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,664,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,665,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,666,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,5030,5030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
