agent_id,tour_id,from_zone_id,to_zone_id,from_origin_node_id,to_destination_node_id,departure_time_in_min,end_time_in_min,travel_time_in_min,demand_type,information_type,value_of_time,vehicle_type,vehicle_age,distance
39,39,1,2,1,2,420.67,431.70,11.03,1,1,10.00,1,0,11.00,
40,40,1,2,1,2,420.68,431.70,11.02,1,1,10.00,1,0,11.00,
41,41,1,2,1,2,420.70,431.70,11.00,1,1,10.00,1,0,11.00,
42,42,1,2,1,2,420.72,431.70,10.98,1,1,10.00,1,0,11.00,
43,43,1,2,1,2,420.73,431.80,11.07,1,1,10.00,1,0,11.00,
44,44,1,2,1,2,420.75,431.80,11.05,1,1,10.00,1,0,11.00,
45,45,1,2,1,2,420.77,431.80,11.03,1,1,10.00,1,0,11.00,
46,46,1,2,1,2,420.78,431.80,11.02,1,1,10.00,1,0,11.00,
47,47,1,2,1,2,420.80,431.80,11.00,1,1,10.00,1,0,11.00,
48,48,1,2,1,2,420.82,431.80,10.98,1,1,10.00,1,0,11.00,
49,49,1,2,1,2,420.83,431.90,11.07,1,1,10.00,1,0,11.00,
50,50,1,2,1,2,420.85,431.90,11.05,1,1,10.00,1,0,11.00,
51,51,1,2,1,2,420.87,431.90,11.03,1,1,10.00,1,0,11.00,
52,52,1,2,1,2,420.88,431.90,11.02,1,1,10.00,1,0,11.00,
53,53,1,2,1,2,420.90,431.90,11.00,1,1,10.00,1,0,11.00,
54,54,1,2,1,2,420.92,431.90,10.98,1,1,10.00,1,0,11.00,
55,55,1,2,1,2,420.93,432.00,11.07,1,1,10.00,1,0,11.00,
56,56,1,2,1,2,420.95,432.00,11.05,1,1,10.00,1,0,11.00,
57,57,1,2,1,2,420.97,432.00,11.03,1,1,10.00,1,0,11.00,
58,58,1,2,1,2,420.98,432.00,11.02,1,1,10.00,1,0,11.00,
59,59,1,2,1,2,421.00,432.00,11.00,1,1,10.00,1,0,11.00,
60,60,1,2,1,2,421.02,432.00,10.98,1,1,10.00,1,0,11.00,
61,61,1,2,1,2,421.03,432.10,11.07,1,1,10.00,1,0,11.00,
62,62,1,2,1,2,421.05,432.10,11.05,1,1,10.00,1,0,11.00,
63,63,1,2,1,2,421.07,432.10,11.03,1,1,10.00,1,0,11.00,
64,64,1,2,1,2,421.08,432.10,11.02,1,1,10.00,1,0,11.00,
65,65,1,2,1,2,421.10,432.10,11.00,1,1,10.00,1,0,11.00,
66,66,1,2,1,2,421.12,432.10,10.98,1,1,10.00,1,0,11.00,
67,67,1,2,1,2,421.13,432.20,11.07,1,1,10.00,1,0,11.00,
68,68,1,2,1,2,421.15,432.20,11.05,1,1,10.00,1,0,11.00,
69,69,1,2,1,2,421.17,432.20,11.03,1,1,10.00,1,0,11.00,
70,70,1,2,1,2,421.18,432.20,11.02,1,1,10.00,1,0,11.00,
71,71,1,2,1,2,421.20,432.20,11.00,1,1,10.00,1,0,11.00,
72,72,1,2,1,2,421.22,432.20,10.98,1,1,10.00,1,0,11.00,
73,73,1,2,1,2,421.23,432.30,11.07,1,1,10.00,1,0,11.00,
74,74,1,2,1,2,421.25,432.30,11.05,1,1,10.00,1,0,11.00,
75,75,1,2,1,2,421.27,432.30,11.03,1,1,10.00,1,0,11.00,
76,76,1,2,1,2,421.28,432.30,11.02,1,1,10.00,1,0,11.00,
77,77,1,2,1,2,421.30,432.30,11.00,1,1,10.00,1,0,11.00,
78,78,1,2,1,2,421.32,432.30,10.98,1,1,10.00,1,0,11.00,
79,79,1,2,1,2,421.33,432.40,11.07,1,1,10.00,1,0,11.00,
80,80,1,2,1,2,421.35,432.40,11.05,1,1,10.00,1,0,11.00,
81,81,1,2,1,2,421.37,432.40,11.03,1,1,10.00,1,0,11.00,
82,82,1,2,1,2,421.38,432.40,11.02,1,1,10.00,1,0,11.00,
83,83,1,2,1,2,421.40,432.40,11.00,1,1,10.00,1,0,11.00,
84,84,1,2,1,2,421.42,432.40,10.98,1,1,10.00,1,0,11.00,
85,85,1,2,1,2,421.43,432.50,11.07,1,1,10.00,1,0,11.00,
86,86,1,2,1,2,421.45,432.50,11.05,1,1,10.00,1,0,11.00,
87,87,1,2,1,2,421.47,432.50,11.03,1,1,10.00,1,0,11.00,
88,88,1,2,1,2,421.48,432.50,11.02,1,1,10.00,1,0,11.00,
89,89,1,2,1,2,421.50,432.50,11.00,1,1,10.00,1,0,11.00,
90,90,1,2,1,2,421.52,432.50,10.98,1,1,10.00,1,0,11.00,
91,91,1,2,1,2,421.53,432.60,11.07,1,1,10.00,1,0,11.00,
92,92,1,2,1,2,421.55,432.60,11.05,1,1,10.00,1,0,11.00,
93,93,1,2,1,2,421.57,432.60,11.03,1,1,10.00,1,0,11.00,
94,94,1,2,1,2,421.58,432.60,11.02,1,1,10.00,1,0,11.00,
95,95,1,2,1,2,421.60,432.60,11.00,1,1,10.00,1,0,11.00,
96,96,1,2,1,2,421.62,432.60,10.98,1,1,10.00,1,0,11.00,
97,97,1,2,1,2,421.63,432.70,11.07,1,1,10.00,1,0,11.00,
98,98,1,2,1,2,421.65,432.70,11.05,1,1,10.00,1,0,11.00,
99,99,1,2,1,2,421.67,432.70,11.03,1,1,10.00,1,0,11.00,
100,100,1,2,1,2,421.68,432.70,11.02,1,1,10.00,1,0,11.00,
101,101,1,2,1,2,421.70,432.70,11.00,1,1,10.00,1,0,11.00,
102,102,1,2,1,2,421.72,432.70,10.98,1,1,10.00,1,0,11.00,
103,103,1,2,1,2,421.73,432.80,11.07,1,1,10.00,1,0,11.00,
104,104,1,2,1,2,421.75,432.80,11.05,1,1,10.00,1,0,11.00,
105,105,1,2,1,2,421.77,432.80,11.03,1,1,10.00,1,0,11.00,
106,106,1,2,1,2,421.78,432.80,11.02,1,1,10.00,1,0,11.00,
107,107,1,2,1,2,421.80,432.80,11.00,1,1,10.00,1,0,11.00,
108,108,1,2,1,2,421.82,432.80,10.98,1,1,10.00,1,0,11.00,
109,109,1,2,1,2,421.83,432.90,11.07,1,1,10.00,1,0,11.00,
110,110,1,2,1,2,421.85,432.90,11.05,1,1,10.00,1,0,11.00,
111,111,1,2,1,2,421.87,432.90,11.03,1,1,10.00,1,0,11.00,
112,112,1,2,1,2,421.88,432.90,11.02,1,1,10.00,1,0,11.00,
113,113,1,2,1,2,421.90,432.90,11.00,1,1,10.00,1,0,11.00,
114,114,1,2,1,2,421.92,432.90,10.98,1,1,10.00,1,0,11.00,
115,115,1,2,1,2,421.93,433.00,11.07,1,1,10.00,1,0,11.00,
116,116,1,2,1,2,421.95,433.00,11.05,1,1,10.00,1,0,11.00,
117,117,1,2,1,2,421.97,433.00,11.03,1,1,10.00,1,0,11.00,
118,118,1,2,1,2,421.98,433.00,11.02,1,1,10.00,1,0,11.00,
119,119,1,2,1,2,422.00,433.00,11.00,1,1,10.00,1,0,11.00,
120,120,1,2,1,2,422.02,433.00,10.98,1,1,10.00,1,0,11.00,
121,121,1,2,1,2,422.03,433.10,11.07,1,1,10.00,1,0,11.00,
122,122,1,2,1,2,422.05,433.10,11.05,1,1,10.00,1,0,11.00,
123,123,1,2,1,2,422.07,433.10,11.03,1,1,10.00,1,0,11.00,
124,124,1,2,1,2,422.08,433.10,11.02,1,1,10.00,1,0,11.00,
125,125,1,2,1,2,422.10,433.10,11.00,1,1,10.00,1,0,11.00,
126,126,1,2,1,2,422.12,433.10,10.98,1,1,10.00,1,0,11.00,
127,127,1,2,1,2,422.13,433.20,11.07,1,1,10.00,1,0,11.00,
128,128,1,2,1,2,422.15,433.20,11.05,1,1,10.00,1,0,11.00,
129,129,1,2,1,2,422.17,433.20,11.03,1,1,10.00,1,0,11.00,
130,130,1,2,1,2,422.18,433.20,11.02,1,1,10.00,1,0,11.00,
131,131,1,2,1,2,422.20,433.20,11.00,1,1,10.00,1,0,11.00,
132,132,1,2,1,2,422.22,433.20,10.98,1,1,10.00,1,0,11.00,
133,133,1,2,1,2,422.23,433.30,11.07,1,1,10.00,1,0,11.00,
134,134,1,2,1,2,422.25,433.30,11.05,1,1,10.00,1,0,11.00,
135,135,1,2,1,2,422.27,433.30,11.03,1,1,10.00,1,0,11.00,
136,136,1,2,1,2,422.28,433.30,11.02,1,1,10.00,1,0,11.00,
137,137,1,2,1,2,422.30,433.30,11.00,1,1,10.00,1,0,11.00,
138,138,1,2,1,2,422.32,433.30,10.98,1,1,10.00,1,0,11.00,
139,139,1,2,1,2,422.33,433.40,11.07,1,1,10.00,1,0,11.00,
140,140,1,2,1,2,422.35,433.40,11.05,1,1,10.00,1,0,11.00,
141,141,1,2,1,2,422.37,433.40,11.03,1,1,10.00,1,0,11.00,
142,142,1,2,1,2,422.38,433.40,11.02,1,1,10.00,1,0,11.00,
143,143,1,2,1,2,422.40,433.40,11.00,1,1,10.00,1,0,11.00,
144,144,1,2,1,2,422.42,433.40,10.98,1,1,10.00,1,0,11.00,
145,145,1,2,1,2,422.43,433.50,11.07,1,1,10.00,1,0,11.00,
146,146,1,2,1,2,422.45,433.50,11.05,1,1,10.00,1,0,11.00,
147,147,1,2,1,2,422.47,433.50,11.03,1,1,10.00,1,0,11.00,
148,148,1,2,1,2,422.48,433.50,11.02,1,1,10.00,1,0,11.00,
149,149,1,2,1,2,422.50,433.50,11.00,1,1,10.00,1,0,11.00,
150,150,1,2,1,2,422.52,433.50,10.98,1,1,10.00,1,0,11.00,
151,151,1,2,1,2,422.53,433.60,11.07,1,1,10.00,1,0,11.00,
152,152,1,2,1,2,422.55,433.60,11.05,1,1,10.00,1,0,11.00,
153,153,1,2,1,2,422.57,433.60,11.03,1,1,10.00,1,0,11.00,
154,154,1,2,1,2,422.58,433.60,11.02,1,1,10.00,1,0,11.00,
155,155,1,2,1,2,422.60,433.60,11.00,1,1,10.00,1,0,11.00,
156,156,1,2,1,2,422.62,433.60,10.98,1,1,10.00,1,0,11.00,
157,157,1,2,1,2,422.63,433.70,11.07,1,1,10.00,1,0,11.00,
158,158,1,2,1,2,422.65,433.70,11.05,1,1,10.00,1,0,11.00,
159,159,1,2,1,2,422.67,433.70,11.03,1,1,10.00,1,0,11.00,
160,160,1,2,1,2,422.68,433.70,11.02,1,1,10.00,1,0,11.00,
161,161,1,2,1,2,422.70,433.70,11.00,1,1,10.00,1,0,11.00,
162,162,1,2,1,2,422.72,433.70,10.98,1,1,10.00,1,0,11.00,
163,163,1,2,1,2,422.73,433.80,11.07,1,1,10.00,1,0,11.00,
164,164,1,2,1,2,422.75,433.80,11.05,1,1,10.00,1,0,11.00,
165,165,1,2,1,2,422.77,433.80,11.03,1,1,10.00,1,0,11.00,
166,166,1,2,1,2,422.78,433.80,11.02,1,1,10.00,1,0,11.00,
167,167,1,2,1,2,422.80,433.80,11.00,1,1,10.00,1,0,11.00,
168,168,1,2,1,2,422.82,433.80,10.98,1,1,10.00,1,0,11.00,
169,169,1,2,1,2,422.83,433.90,11.07,1,1,10.00,1,0,11.00,
170,170,1,2,1,2,422.85,433.90,11.05,1,1,10.00,1,0,11.00,
171,171,1,2,1,2,422.87,433.90,11.03,1,1,10.00,1,0,11.00,
172,172,1,2,1,2,422.88,433.90,11.02,1,1,10.00,1,0,11.00,
173,173,1,2,1,2,422.90,433.90,11.00,1,1,10.00,1,0,11.00,
174,174,1,2,1,2,422.92,433.90,10.98,1,1,10.00,1,0,11.00,
175,175,1,2,1,2,422.93,434.00,11.07,1,1,10.00,1,0,11.00,
176,176,1,2,1,2,422.95,434.00,11.05,1,1,10.00,1,0,11.00,
177,177,1,2,1,2,422.97,434.00,11.03,1,1,10.00,1,0,11.00,
178,178,1,2,1,2,422.98,434.00,11.02,1,1,10.00,1,0,11.00,
179,179,1,2,1,2,423.00,434.00,11.00,1,1,10.00,1,0,11.00,
180,180,1,2,1,2,423.02,434.00,10.98,1,1,10.00,1,0,11.00,
181,181,1,2,1,2,423.03,434.10,11.07,1,1,10.00,1,0,11.00,
182,182,1,2,1,2,423.05,434.10,11.05,1,1,10.00,1,0,11.00,
183,183,1,2,1,2,423.07,434.10,11.03,1,1,10.00,1,0,11.00,
184,184,1,2,1,2,423.08,434.10,11.02,1,1,10.00,1,0,11.00,
185,185,1,2,1,2,423.10,434.10,11.00,1,1,10.00,1,0,11.00,
186,186,1,2,1,2,423.12,434.10,10.98,1,1,10.00,1,0,11.00,
187,187,1,2,1,2,423.13,434.20,11.07,1,1,10.00,1,0,11.00,
188,188,1,2,1,2,423.15,434.20,11.05,1,1,10.00,1,0,11.00,
189,189,1,2,1,2,423.17,434.20,11.03,1,1,10.00,1,0,11.00,
190,190,1,2,1,2,423.18,434.20,11.02,1,1,10.00,1,0,11.00,
191,191,1,2,1,2,423.20,434.20,11.00,1,1,10.00,1,0,11.00,
192,192,1,2,1,2,423.22,434.20,10.98,1,1,10.00,1,0,11.00,
193,193,1,2,1,2,423.23,434.30,11.07,1,1,10.00,1,0,11.00,
194,194,1,2,1,2,423.25,434.30,11.05,1,1,10.00,1,0,11.00,
195,195,1,2,1,2,423.27,434.30,11.03,1,1,10.00,1,0,11.00,
196,196,1,2,1,2,423.28,434.30,11.02,1,1,10.00,1,0,11.00,
197,197,1,2,1,2,423.30,434.30,11.00,1,1,10.00,1,0,11.00,
198,198,1,2,1,2,423.32,434.30,10.98,1,1,10.00,1,0,11.00,
199,199,1,2,1,2,423.33,434.40,11.07,1,1,10.00,1,0,11.00,
200,200,1,2,1,2,423.35,434.40,11.05,1,1,10.00,1,0,11.00,
201,201,1,2,1,2,423.37,434.40,11.03,1,1,10.00,1,0,11.00,
202,202,1,2,1,2,423.38,434.40,11.02,1,1,10.00,1,0,11.00,
203,203,1,2,1,2,423.40,434.40,11.00,1,1,10.00,1,0,11.00,
204,204,1,2,1,2,423.42,434.40,10.98,1,1,10.00,1,0,11.00,
205,205,1,2,1,2,423.43,434.50,11.07,1,1,10.00,1,0,11.00,
206,206,1,2,1,2,423.45,434.50,11.05,1,1,10.00,1,0,11.00,
207,207,1,2,1,2,423.47,434.50,11.03,1,1,10.00,1,0,11.00,
208,208,1,2,1,2,423.48,434.50,11.02,1,1,10.00,1,0,11.00,
209,209,1,2,1,2,423.50,434.50,11.00,1,1,10.00,1,0,11.00,
210,210,1,2,1,2,423.52,434.50,10.98,1,1,10.00,1,0,11.00,
211,211,1,2,1,2,423.53,434.60,11.07,1,1,10.00,1,0,11.00,
212,212,1,2,1,2,423.55,434.60,11.05,1,1,10.00,1,0,11.00,
213,213,1,2,1,2,423.57,434.60,11.03,1,1,10.00,1,0,11.00,
214,214,1,2,1,2,423.58,434.60,11.02,1,1,10.00,1,0,11.00,
215,215,1,2,1,2,423.60,434.60,11.00,1,1,10.00,1,0,11.00,
216,216,1,2,1,2,423.62,434.60,10.98,1,1,10.00,1,0,11.00,
217,217,1,2,1,2,423.63,434.70,11.07,1,1,10.00,1,0,11.00,
218,218,1,2,1,2,423.65,434.70,11.05,1,1,10.00,1,0,11.00,
219,219,1,2,1,2,423.67,434.70,11.03,1,1,10.00,1,0,11.00,
220,220,1,2,1,2,423.68,434.70,11.02,1,1,10.00,1,0,11.00,
221,221,1,2,1,2,423.70,434.70,11.00,1,1,10.00,1,0,11.00,
222,222,1,2,1,2,423.72,434.70,10.98,1,1,10.00,1,0,11.00,
223,223,1,2,1,2,423.73,434.80,11.07,1,1,10.00,1,0,11.00,
224,224,1,2,1,2,423.75,434.80,11.05,1,1,10.00,1,0,11.00,
225,225,1,2,1,2,423.77,434.80,11.03,1,1,10.00,1,0,11.00,
226,226,1,2,1,2,423.78,434.80,11.02,1,1,10.00,1,0,11.00,
227,227,1,2,1,2,423.80,434.80,11.00,1,1,10.00,1,0,11.00,
228,228,1,2,1,2,423.82,434.80,10.98,1,1,10.00,1,0,11.00,
229,229,1,2,1,2,423.83,434.90,11.07,1,1,10.00,1,0,11.00,
230,230,1,2,1,2,423.85,434.90,11.05,1,1,10.00,1,0,11.00,
231,231,1,2,1,2,423.87,434.90,11.03,1,1,10.00,1,0,11.00,
232,232,1,2,1,2,423.88,434.90,11.02,1,1,10.00,1,0,11.00,
233,233,1,2,1,2,423.90,434.90,11.00,1,1,10.00,1,0,11.00,
234,234,1,2,1,2,423.92,434.90,10.98,1,1,10.00,1,0,11.00,
235,235,1,2,1,2,423.93,435.00,11.07,1,1,10.00,1,0,11.00,
236,236,1,2,1,2,423.95,435.00,11.05,1,1,10.00,1,0,11.00,
237,237,1,2,1,2,423.97,435.00,11.03,1,1,10.00,1,0,11.00,
238,238,1,2,1,2,423.98,435.00,11.02,1,1,10.00,1,0,11.00,
239,239,1,2,1,2,424.00,435.00,11.00,1,1,10.00,1,0,11.00,
240,240,1,2,1,2,424.02,435.00,10.98,1,1,10.00,1,0,11.00,
241,241,1,2,1,2,424.03,435.10,11.07,1,1,10.00,1,0,11.00,
242,242,1,2,1,2,424.05,435.10,11.05,1,1,10.00,1,0,11.00,
243,243,1,2,1,2,424.07,435.10,11.03,1,1,10.00,1,0,11.00,
244,244,1,2,1,2,424.08,435.10,11.02,1,1,10.00,1,0,11.00,
245,245,1,2,1,2,424.10,435.10,11.00,1,1,10.00,1,0,11.00,
246,246,1,2,1,2,424.12,435.10,10.98,1,1,10.00,1,0,11.00,
247,247,1,2,1,2,424.13,435.20,11.07,1,1,10.00,1,0,11.00,
248,248,1,2,1,2,424.15,435.20,11.05,1,1,10.00,1,0,11.00,
249,249,1,2,1,2,424.17,435.20,11.03,1,1,10.00,1,0,11.00,
250,250,1,2,1,2,424.18,435.20,11.02,1,1,10.00,1,0,11.00,
251,251,1,2,1,2,424.20,435.20,11.00,1,1,10.00,1,0,11.00,
252,252,1,2,1,2,424.22,435.20,10.98,1,1,10.00,1,0,11.00,
253,253,1,2,1,2,424.23,435.30,11.07,1,1,10.00,1,0,11.00,
254,254,1,2,1,2,424.25,435.30,11.05,1,1,10.00,1,0,11.00,
255,255,1,2,1,2,424.27,435.30,11.03,1,1,10.00,1,0,11.00,
256,256,1,2,1,2,424.28,435.30,11.02,1,1,10.00,1,0,11.00,
257,257,1,2,1,2,424.30,435.30,11.00,1,1,10.00,1,0,11.00,
258,258,1,2,1,2,424.32,435.30,10.98,1,1,10.00,1,0,11.00,
259,259,1,2,1,2,424.33,435.40,11.07,1,1,10.00,1,0,11.00,
260,260,1,2,1,2,424.35,435.40,11.05,1,1,10.00,1,0,11.00,
261,261,1,2,1,2,424.37,435.40,11.03,1,1,10.00,1,0,11.00,
262,262,1,2,1,2,424.38,435.40,11.02,1,1,10.00,1,0,11.00,
263,263,1,2,1,2,424.40,435.40,11.00,1,1,10.00,1,0,11.00,
264,264,1,2,1,2,424.42,435.40,10.98,1,1,10.00,1,0,11.00,
265,265,1,2,1,2,424.43,435.50,11.07,1,1,10.00,1,0,11.00,
266,266,1,2,1,2,424.45,435.50,11.05,1,1,10.00,1,0,11.00,
267,267,1,2,1,2,424.47,435.50,11.03,1,1,10.00,1,0,11.00,
268,268,1,2,1,2,424.48,435.50,11.02,1,1,10.00,1,0,11.00,
269,269,1,2,1,2,424.50,435.50,11.00,1,1,10.00,1,0,11.00,
270,270,1,2,1,2,424.52,435.50,10.98,1,1,10.00,1,0,11.00,
271,271,1,2,1,2,424.53,435.60,11.07,1,1,10.00,1,0,11.00,
272,272,1,2,1,2,424.55,435.60,11.05,1,1,10.00,1,0,11.00,
273,273,1,2,1,2,424.57,435.60,11.03,1,1,10.00,1,0,11.00,
274,274,1,2,1,2,424.58,435.60,11.02,1,1,10.00,1,0,11.00,
275,275,1,2,1,2,424.60,435.60,11.00,1,1,10.00,1,0,11.00,
276,276,1,2,1,2,424.62,435.60,10.98,1,1,10.00,1,0,11.00,
277,277,1,2,1,2,424.63,435.70,11.07,1,1,10.00,1,0,11.00,
278,278,1,2,1,2,424.65,435.70,11.05,1,1,10.00,1,0,11.00,
279,279,1,2,1,2,424.67,435.70,11.03,1,1,10.00,1,0,11.00,
280,280,1,2,1,2,424.68,435.70,11.02,1,1,10.00,1,0,11.00,
281,281,1,2,1,2,424.70,435.70,11.00,1,1,10.00,1,0,11.00,
282,282,1,2,1,2,424.72,435.70,10.98,1,1,10.00,1,0,11.00,
283,283,1,2,1,2,424.73,435.80,11.07,1,1,10.00,1,0,11.00,
284,284,1,2,1,2,424.75,435.80,11.05,1,1,10.00,1,0,11.00,
285,285,1,2,1,2,424.77,435.80,11.03,1,1,10.00,1,0,11.00,
286,286,1,2,1,2,424.78,435.80,11.02,1,1,10.00,1,0,11.00,
287,287,1,2,1,2,424.80,435.80,11.00,1,1,10.00,1,0,11.00,
288,288,1,2,1,2,424.82,435.80,10.98,1,1,10.00,1,0,11.00,
289,289,1,2,1,2,424.83,435.90,11.07,1,1,10.00,1,0,11.00,
290,290,1,2,1,2,424.85,435.90,11.05,1,1,10.00,1,0,11.00,
291,291,1,2,1,2,424.87,435.90,11.03,1,1,10.00,1,0,11.00,
292,292,1,2,1,2,424.88,435.90,11.02,1,1,10.00,1,0,11.00,
293,293,1,2,1,2,424.90,435.90,11.00,1,1,10.00,1,0,11.00,
294,294,1,2,1,2,424.92,435.90,10.98,1,1,10.00,1,0,11.00,
295,295,1,2,1,2,424.93,436.00,11.07,1,1,10.00,1,0,11.00,
296,296,1,2,1,2,424.95,436.00,11.05,1,1,10.00,1,0,11.00,
297,297,1,2,1,2,424.97,436.00,11.03,1,1,10.00,1,0,11.00,
298,298,1,2,1,2,424.98,436.00,11.02,1,1,10.00,1,0,11.00,
299,299,1,2,1,2,425.00,436.00,11.00,1,1,10.00,1,0,11.00,
300,300,1,2,1,2,425.02,436.00,10.98,1,1,10.00,1,0,11.00,
301,301,1,2,1,2,425.03,436.10,11.07,1,1,10.00,1,0,11.00,
302,302,1,2,1,2,425.05,436.10,11.05,1,1,10.00,1,0,11.00,
303,303,1,2,1,2,425.07,436.10,11.03,1,1,10.00,1,0,11.00,
304,304,1,2,1,2,425.08,436.10,11.02,1,1,10.00,1,0,11.00,
305,305,1,2,1,2,425.10,436.10,11.00,1,1,10.00,1,0,11.00,
306,306,1,2,1,2,425.12,436.10,10.98,1,1,10.00,1,0,11.00,
307,307,1,2,1,2,425.13,436.20,11.07,1,1,10.00,1,0,11.00,
308,308,1,2,1,2,425.15,436.20,11.05,1,1,10.00,1,0,11.00,
309,309,1,2,1,2,425.17,436.20,11.03,1,1,10.00,1,0,11.00,
310,310,1,2,1,2,425.18,436.20,11.02,1,1,10.00,1,0,11.00,
311,311,1,2,1,2,425.20,436.20,11.00,1,1,10.00,1,0,11.00,
312,312,1,2,1,2,425.22,436.20,10.98,1,1,10.00,1,0,11.00,
313,313,1,2,1,2,425.23,436.30,11.07,1,1,10.00,1,0,11.00,
314,314,1,2,1,2,425.25,436.30,11.05,1,1,10.00,1,0,11.00,
315,315,1,2,1,2,425.27,436.30,11.03,1,1,10.00,1,0,11.00,
316,316,1,2,1,2,425.28,436.30,11.02,1,1,10.00,1,0,11.00,
317,317,1,2,1,2,425.30,436.30,11.00,1,1,10.00,1,0,11.00,
318,318,1,2,1,2,425.32,436.30,10.98,1,1,10.00,1,0,11.00,
319,319,1,2,1,2,425.33,436.40,11.07,1,1,10.00,1,0,11.00,
320,320,1,2,1,2,425.35,436.40,11.05,1,1,10.00,1,0,11.00,
321,321,1,2,1,2,425.37,436.40,11.03,1,1,10.00,1,0,11.00,
322,322,1,2,1,2,425.38,436.40,11.02,1,1,10.00,1,0,11.00,
323,323,1,2,1,2,425.40,436.40,11.00,1,1,10.00,1,0,11.00,
324,324,1,2,1,2,425.42,436.40,10.98,1,1,10.00,1,0,11.00,
325,325,1,2,1,2,425.43,436.50,11.07,1,1,10.00,1,0,11.00,
326,326,1,2,1,2,425.45,436.50,11.05,1,1,10.00,1,0,11.00,
327,327,1,2,1,2,425.47,436.50,11.03,1,1,10.00,1,0,11.00,
328,328,1,2,1,2,425.48,436.50,11.02,1,1,10.00,1,0,11.00,
329,329,1,2,1,2,425.50,436.50,11.00,1,1,10.00,1,0,11.00,
330,330,1,2,1,2,425.52,436.50,10.98,1,1,10.00,1,0,11.00,
331,331,1,2,1,2,425.53,436.60,11.07,1,1,10.00,1,0,11.00,
332,332,1,2,1,2,425.55,436.60,11.05,1,1,10.00,1,0,11.00,
333,333,1,2,1,2,425.57,436.60,11.03,1,1,10.00,1,0,11.00,
334,334,1,2,1,2,425.58,436.60,11.02,1,1,10.00,1,0,11.00,
335,335,1,2,1,2,425.60,436.60,11.00,1,1,10.00,1,0,11.00,
