agent_id,from_zone_id,to_zone_id,from_origin__node_id,to_destination_node_id,departure_time,demand_type,pricing_type,information_type,value_of_time,vehicle_type,vehicle_age,number_of_nodes
96,1,2,1,2,1.26,1,1,1,5.00,1,0,3,
97,2,1,2,1,1.26,1,1,1,10.00,1,0,3,
98,3,4,3,4,1.26,1,1,1,1.00,1,0,3,
99,4,3,4,3,1.26,1,1,1,5.00,2,0,3,
100,1,2,1,2,1.32,1,1,1,15.00,2,0,3,
101,4,3,4,3,1.32,1,1,1,20.00,1,0,3,
102,2,1,2,1,1.32,1,1,1,30.00,1,0,3,
103,3,4,3,4,1.32,1,1,1,10.00,1,0,3,
104,1,2,1,2,1.38,1,1,1,10.00,2,0,3,
105,4,3,4,3,1.38,1,1,1,60.00,2,0,3,
106,2,1,2,1,1.38,1,1,1,30.00,1,0,3,
107,3,4,3,4,1.38,1,1,1,30.00,2,0,3,
108,1,2,1,2,1.44,1,1,1,10.00,1,0,3,
109,4,3,4,3,1.44,1,1,1,15.00,1,0,3,
110,2,1,2,1,1.44,1,1,1,15.00,1,0,3,
111,3,4,3,4,1.44,1,1,1,20.00,1,0,3,
112,3,2,3,2,1.49,1,1,1,10.00,1,0,3,
113,4,1,4,1,1.49,1,1,1,30.00,1,0,3,
114,2,4,2,4,1.49,1,1,1,30.00,2,0,3,
115,1,3,1,3,1.49,1,1,1,10.00,1,0,3,
116,1,2,1,2,1.50,1,1,1,30.00,1,0,3,
117,4,3,4,3,1.50,1,1,1,20.00,1,0,3,
118,2,1,2,1,1.50,1,1,1,1.00,1,0,3,
119,3,4,3,4,1.50,1,1,1,15.00,2,0,3,
120,1,2,1,2,1.56,1,1,1,20.00,1,0,3,
121,4,3,4,3,1.56,1,1,1,5.00,2,0,3,
122,2,1,2,1,1.56,1,1,1,5.00,1,0,3,
123,3,4,3,4,1.56,1,1,1,20.00,1,0,3,
124,1,2,1,2,1.62,1,1,1,10.00,1,0,3,
125,2,1,2,1,1.62,1,1,1,30.00,1,0,3,
126,3,4,3,4,1.62,1,1,1,30.00,1,0,3,
127,4,3,4,3,1.62,1,1,1,5.00,1,0,3,
128,1,2,1,2,1.68,1,1,1,20.00,2,0,3,
129,4,3,4,3,1.68,1,1,1,5.00,1,0,3,
130,2,1,2,1,1.68,1,1,1,5.00,2,0,3,
131,3,4,3,4,1.68,1,1,1,1.00,1,0,3,
132,1,2,1,2,1.74,1,1,1,30.00,1,0,3,
133,2,1,2,1,1.74,1,1,1,15.00,1,0,3,
134,4,3,4,3,1.74,1,1,1,30.00,1,0,3,
135,3,4,3,4,1.74,1,1,1,15.00,1,0,3,
136,4,1,4,1,1.79,1,1,1,30.00,1,0,3,
137,3,2,3,2,1.79,1,1,1,15.00,1,0,3,
138,2,4,2,4,1.79,1,1,1,10.00,1,0,3,
139,1,3,1,3,1.79,1,1,1,30.00,1,0,3,
140,1,2,1,2,1.80,1,1,1,60.00,1,0,3,
141,3,4,3,4,1.80,1,1,1,30.00,1,0,3,
142,2,1,2,1,1.80,1,1,1,30.00,1,0,3,
143,4,3,4,3,1.80,1,1,1,30.00,1,0,3,
144,1,2,1,2,1.86,1,1,1,10.00,1,0,3,
145,2,1,2,1,1.86,1,1,1,30.00,1,0,3,
146,4,3,4,3,1.86,1,1,1,30.00,2,0,3,
147,3,4,3,4,1.86,1,1,1,10.00,1,0,3,
148,1,2,1,2,1.92,1,1,1,20.00,1,0,3,
149,2,1,2,1,1.92,1,1,1,5.00,2,0,3,
150,3,4,3,4,1.92,1,1,1,10.00,1,0,3,
151,4,3,4,3,1.92,1,1,1,20.00,1,0,3,
152,1,2,1,2,1.98,1,1,1,20.00,1,0,3,
153,3,4,3,4,1.98,1,1,1,5.00,1,0,3,
154,2,1,2,1,1.98,1,1,1,30.00,1,0,3,
155,4,3,4,3,1.98,1,1,1,30.00,1,0,3,
156,1,2,1,2,2.04,1,1,1,15.00,2,0,3,
157,2,1,2,1,2.04,1,1,1,15.00,1,0,3,
158,3,4,3,4,2.04,1,1,1,5.00,1,0,3,
159,4,3,4,3,2.04,1,1,1,10.00,1,0,3,
160,1,3,1,3,2.09,1,1,1,15.00,1,0,3,
161,2,4,2,4,2.09,1,1,1,10.00,1,0,3,
162,3,2,3,2,2.09,1,1,1,10.00,1,0,3,
163,4,1,4,1,2.09,1,1,1,10.00,1,0,3,
164,1,2,1,2,2.10,1,1,1,10.00,1,0,3,
165,4,3,4,3,2.10,1,1,1,20.00,1,0,3,
166,2,1,2,1,2.10,1,1,1,20.00,1,0,3,
167,3,4,3,4,2.10,1,1,1,10.00,1,0,3,
168,1,2,1,2,2.16,1,1,1,10.00,1,0,3,
169,4,3,4,3,2.16,1,1,1,15.00,2,0,3,
170,2,1,2,1,2.16,1,1,1,20.00,1,0,3,
171,3,4,3,4,2.16,1,1,1,20.00,2,0,3,
172,1,2,1,2,2.22,1,1,1,30.00,2,0,3,
173,3,4,3,4,2.22,1,1,1,15.00,1,0,3,
174,4,3,4,3,2.22,1,1,1,1.00,2,0,3,
175,2,1,2,1,2.22,1,1,1,30.00,2,0,3,
176,1,2,1,2,2.28,1,1,1,5.00,2,0,3,
177,4,3,4,3,2.28,1,1,1,10.00,1,0,3,
178,3,4,3,4,2.28,1,1,1,20.00,1,0,3,
179,2,1,2,1,2.28,1,1,1,1.00,1,0,3,
180,1,2,1,2,2.34,1,1,1,10.00,1,0,3,
181,4,3,4,3,2.34,1,1,1,15.00,2,0,3,
182,2,1,2,1,2.34,1,1,1,10.00,1,0,3,
183,3,4,3,4,2.34,1,1,1,5.00,1,0,3,
184,1,3,1,3,2.39,1,1,1,15.00,1,0,3,
185,2,4,2,4,2.39,1,1,1,30.00,1,0,3,
186,4,1,4,1,2.39,1,1,1,10.00,1,0,3,
187,3,2,3,2,2.39,1,1,1,30.00,1,0,3,
188,3,4,3,4,2.40,1,1,1,5.00,2,0,3,
189,4,3,4,3,2.40,1,1,1,10.00,1,0,3,
190,2,1,2,1,2.40,1,1,1,10.00,1,0,3,
191,1,2,1,2,2.40,1,1,1,15.00,1,0,3,
192,2,1,2,1,2.46,1,1,1,5.00,1,0,3,
193,3,4,3,4,2.46,1,1,1,15.00,1,0,3,
194,4,3,4,3,2.46,1,1,1,10.00,1,0,3,
195,1,2,1,2,2.46,1,1,1,15.00,1,0,3,
196,3,4,3,4,2.52,1,1,1,20.00,1,0,3,
197,2,1,2,1,2.52,1,1,1,30.00,1,0,3,
198,4,3,4,3,2.52,1,1,1,5.00,2,0,3,
199,1,2,1,2,2.52,1,1,1,10.00,1,0,3,
200,3,4,3,4,2.58,1,1,1,10.00,1,0,3,
201,4,3,4,3,2.58,1,1,1,15.00,2,0,3,
202,2,1,2,1,2.58,1,1,1,10.00,2,0,3,
203,1,2,1,2,2.58,1,1,1,20.00,2,0,3,
204,2,1,2,1,2.64,1,1,1,5.00,1,0,3,
205,4,3,4,3,2.64,1,1,1,20.00,1,0,3,
206,3,4,3,4,2.64,1,1,1,1.00,1,0,3,
207,1,2,1,2,2.64,1,1,1,40.00,1,0,3,
208,4,1,4,1,2.69,1,1,1,30.00,1,0,3,
209,3,2,3,2,2.69,1,1,1,20.00,1,0,3,
210,2,4,2,4,2.69,1,1,1,20.00,1,0,3,
211,1,3,1,3,2.69,1,1,1,15.00,2,0,3,
212,3,4,3,4,2.70,1,1,1,10.00,1,0,3,
213,1,2,1,2,2.70,1,1,1,5.00,1,0,3,
214,4,3,4,3,2.70,1,1,1,5.00,1,0,3,
215,2,1,2,1,2.70,1,1,1,30.00,1,0,3,
216,2,1,2,1,2.76,1,1,1,1.00,1,0,3,
217,1,2,1,2,2.76,1,1,1,1.00,1,0,3,
218,4,3,4,3,2.76,1,1,1,20.00,1,0,3,
219,3,4,3,4,2.76,1,1,1,30.00,1,0,3,
220,2,1,2,1,2.82,1,1,1,10.00,2,0,3,
221,4,3,4,3,2.82,1,1,1,10.00,1,0,3,
222,1,2,1,2,2.82,1,1,1,20.00,1,0,3,
223,3,4,3,4,2.82,1,1,1,10.00,1,0,3,
224,2,1,2,1,2.88,1,1,1,40.00,1,0,3,
225,4,3,4,3,2.88,1,1,1,10.00,2,0,3,
226,1,2,1,2,2.88,1,1,1,10.00,1,0,3,
227,3,4,3,4,2.88,1,1,1,20.00,2,0,3,
228,1,2,1,2,2.94,1,1,1,20.00,1,0,3,
229,4,3,4,3,2.94,1,1,1,30.00,2,0,3,
230,3,4,3,4,2.94,1,1,1,60.00,1,0,3,
231,2,1,2,1,2.94,1,1,1,10.00,1,0,3,
232,3,2,3,2,2.99,1,1,1,40.00,1,0,3,
233,4,1,4,1,2.99,1,1,1,30.00,1,0,3,
234,2,4,2,4,2.99,1,1,1,10.00,1,0,3,
235,1,3,1,3,2.99,1,1,1,10.00,1,0,3,
236,1,2,1,2,3.00,1,1,1,10.00,2,0,3,
237,3,4,3,4,3.00,1,1,1,20.00,1,0,3,
238,2,1,2,1,3.00,1,1,1,10.00,2,0,3,
239,4,3,4,3,3.00,1,1,1,20.00,2,0,3,
240,1,2,1,2,3.06,1,1,1,20.00,1,0,3,
241,3,4,3,4,3.06,1,1,1,10.00,1,0,3,
242,4,3,4,3,3.06,1,1,1,1.00,2,0,3,
243,2,1,2,1,3.06,1,1,1,15.00,2,0,3,
244,1,2,1,2,3.12,1,1,1,1.00,1,0,3,
245,3,4,3,4,3.12,1,1,1,10.00,1,0,3,
246,4,3,4,3,3.12,1,1,1,10.00,1,0,3,
247,2,1,2,1,3.12,1,1,1,10.00,2,0,3,
248,1,2,1,2,3.18,1,1,1,20.00,1,0,3,
249,3,4,3,4,3.18,1,1,1,5.00,1,0,3,
250,4,3,4,3,3.18,1,1,1,10.00,1,0,3,
251,2,1,2,1,3.18,1,1,1,10.00,2,0,3,
252,1,2,1,2,3.24,1,1,1,30.00,2,0,3,
253,4,3,4,3,3.24,1,1,1,10.00,1,0,3,
254,3,4,3,4,3.24,1,1,1,10.00,2,0,3,
255,2,1,2,1,3.24,1,1,1,10.00,2,0,3,
256,3,2,3,2,3.28,1,1,1,15.00,1,0,3,
257,1,3,1,3,3.28,1,1,1,10.00,1,0,3,
258,4,1,4,1,3.28,1,1,1,10.00,2,0,3,
259,2,4,2,4,3.28,1,1,1,10.00,2,0,3,
260,1,2,1,2,3.30,1,1,1,10.00,1,0,3,
261,4,3,4,3,3.30,1,1,1,10.00,1,0,3,
262,2,1,2,1,3.30,1,1,1,1.00,1,0,3,
263,3,4,3,4,3.30,1,1,1,20.00,1,0,3,
264,1,2,1,2,3.36,1,1,1,10.00,1,0,3,
265,4,3,4,3,3.36,1,1,1,5.00,2,0,3,
266,2,1,2,1,3.36,1,1,1,30.00,2,0,3,
267,3,4,3,4,3.36,1,1,1,1.00,1,0,3,
268,1,2,1,2,3.42,1,1,1,20.00,2,0,3,
269,4,3,4,3,3.42,1,1,1,10.00,1,0,3,
270,2,1,2,1,3.42,1,1,1,20.00,1,0,3,
271,3,4,3,4,3.42,1,1,1,10.00,1,0,3,
272,1,2,1,2,3.48,1,1,1,30.00,1,0,3,
273,4,3,4,3,3.48,1,1,1,30.00,1,0,3,
274,2,1,2,1,3.48,1,1,1,10.00,1,0,3,
275,3,4,3,4,3.48,1,1,1,30.00,1,0,3,
276,4,3,4,3,3.54,1,1,1,5.00,1,0,3,
277,1,2,1,2,3.54,1,1,1,40.00,1,0,3,
278,3,4,3,4,3.54,1,1,1,10.00,1,0,3,
279,2,1,2,1,3.54,1,1,1,30.00,1,0,3,
280,1,3,1,3,3.58,1,1,1,20.00,2,0,3,
281,4,1,4,1,3.58,1,1,1,15.00,1,0,3,
282,3,2,3,2,3.58,1,1,1,15.00,1,0,3,
283,2,4,2,4,3.58,1,1,1,20.00,1,15,3,
284,2,1,2,1,3.60,1,1,1,10.00,1,0,3,
285,3,4,3,4,3.60,1,1,1,10.00,1,0,3,
286,1,2,1,2,3.60,1,1,1,20.00,1,0,3,
287,4,3,4,3,3.60,1,1,1,15.00,1,0,3,
288,2,1,2,1,3.66,1,1,1,10.00,2,10,3,
289,4,3,4,3,3.66,1,1,1,30.00,1,0,3,
290,3,4,3,4,3.66,1,1,1,5.00,1,0,3,
291,1,2,1,2,3.66,1,1,1,10.00,1,0,3,
292,2,1,2,1,3.72,1,1,1,10.00,1,0,3,
293,4,3,4,3,3.72,1,1,1,20.00,1,0,3,
294,1,2,1,2,3.72,1,1,1,10.00,1,0,3,
295,3,4,3,4,3.72,1,1,1,10.00,1,0,3,
296,3,4,3,4,3.78,1,1,1,20.00,1,0,3,
297,4,3,4,3,3.78,1,1,1,20.00,1,0,3,
298,2,1,2,1,3.78,1,1,1,10.00,2,0,3,
299,1,2,1,2,3.78,1,1,1,10.00,1,0,3,
300,3,4,3,4,3.84,1,1,1,15.00,1,0,3,
301,4,3,4,3,3.84,1,1,1,10.00,1,0,3,
302,2,1,2,1,3.84,1,1,1,5.00,1,0,3,
303,1,2,1,2,3.84,1,1,1,15.00,1,0,3,
304,3,2,3,2,3.88,1,1,1,10.00,1,0,3,
305,4,1,4,1,3.88,1,1,1,10.00,2,0,3,
306,1,3,1,3,3.88,1,1,1,15.00,2,0,3,
307,2,4,2,4,3.88,1,1,1,30.00,2,0,3,
308,1,2,1,2,3.90,1,1,1,20.00,1,0,3,
309,4,3,4,3,3.90,1,1,1,1.00,1,0,3,
310,3,4,3,4,3.90,1,1,1,10.00,1,0,3,
311,2,1,2,1,3.90,1,1,1,5.00,1,0,3,
312,1,2,1,2,3.96,1,1,1,20.00,1,0,3,
313,3,4,3,4,3.96,1,1,1,1.00,1,0,3,
314,2,1,2,1,3.96,1,1,1,15.00,1,0,3,
315,4,3,4,3,3.96,1,1,1,20.00,1,0,3,
316,1,2,1,2,4.02,1,1,1,1.00,1,0,3,
317,3,4,3,4,4.02,1,1,1,20.00,1,0,3,
318,2,1,2,1,4.02,1,1,1,40.00,2,0,3,
319,4,3,4,3,4.02,1,1,1,20.00,1,0,3,
320,1,2,1,2,4.08,1,1,1,20.00,1,0,3,
321,3,4,3,4,4.08,1,1,1,10.00,1,0,3,
322,4,3,4,3,4.08,1,1,1,5.00,1,0,3,
323,2,1,2,1,4.08,1,1,1,10.00,1,0,3,
324,1,2,1,2,4.14,1,1,1,30.00,2,0,3,
325,3,4,3,4,4.14,1,1,1,15.00,1,0,3,
326,4,3,4,3,4.14,1,1,1,30.00,1,0,3,
327,2,1,2,1,4.14,1,1,1,60.00,1,0,3,
328,4,1,4,1,4.18,1,1,1,15.00,1,0,3,
329,3,2,3,2,4.18,1,1,1,20.00,1,0,3,
330,1,3,1,3,4.18,1,1,1,10.00,1,0,3,
331,2,4,2,4,4.18,1,1,1,1.00,1,0,3,
332,1,2,1,2,4.20,1,1,1,10.00,1,0,3,
333,3,4,3,4,4.20,1,1,1,20.00,1,0,3,
334,4,3,4,3,4.20,1,1,1,20.00,1,0,3,
335,2,1,2,1,4.20,1,1,1,10.00,1,0,3,
336,1,2,1,2,4.26,1,1,1,30.00,1,0,3,
337,4,3,4,3,4.26,1,1,1,30.00,1,0,3,
338,3,4,3,4,4.26,1,1,1,1.00,2,0,3,
339,2,1,2,1,4.26,1,1,1,15.00,1,0,3,
340,1,2,1,2,4.32,1,1,1,15.00,1,0,3,
341,2,1,2,1,4.32,1,1,1,20.00,1,0,3,
342,4,3,4,3,4.32,1,1,1,30.00,1,0,3,
343,3,4,3,4,4.32,1,1,1,5.00,1,0,3,
344,1,2,1,2,4.38,1,1,1,30.00,1,10,3,
345,4,3,4,3,4.38,1,1,1,30.00,1,0,3,
346,2,1,2,1,4.38,1,1,1,15.00,1,0,3,
347,3,4,3,4,4.38,1,1,1,10.00,1,0,3,
348,1,2,1,2,4.44,1,1,1,40.00,2,0,3,
349,4,3,4,3,4.44,1,1,1,10.00,1,0,3,
350,2,1,2,1,4.44,1,1,1,10.00,2,0,3,
351,3,4,3,4,4.44,1,1,1,30.00,1,0,3,
352,1,3,1,3,4.48,1,1,1,10.00,1,0,3,
353,4,1,4,1,4.48,1,1,1,15.00,1,0,3,
354,3,2,3,2,4.48,1,1,1,5.00,1,0,3,
355,2,4,2,4,4.48,1,1,1,20.00,1,0,3,
356,1,2,1,2,4.50,1,1,1,1.00,1,0,3,
357,4,3,4,3,4.50,1,1,1,10.00,1,0,3,
358,2,1,2,1,4.50,1,1,1,30.00,1,0,3,
359,3,4,3,4,4.50,1,1,1,15.00,1,0,3,
360,1,2,1,2,4.56,1,1,1,10.00,1,0,3,
361,4,3,4,3,4.56,1,1,1,10.00,2,0,3,
362,2,1,2,1,4.56,1,1,1,60.00,1,0,3,
363,3,4,3,4,4.56,1,1,1,10.00,1,0,3,
364,1,2,1,2,4.62,1,1,1,20.00,1,0,3,
365,4,3,4,3,4.62,1,1,1,1.00,2,0,3,
366,2,1,2,1,4.62,1,1,1,10.00,2,0,3,
367,3,4,3,4,4.62,1,1,1,1.00,1,0,3,
368,1,2,1,2,4.68,1,1,1,5.00,1,0,3,
369,4,3,4,3,4.68,1,1,1,10.00,1,0,3,
370,2,1,2,1,4.68,1,1,1,30.00,1,0,3,
371,3,4,3,4,4.68,1,1,1,20.00,1,0,3,
372,1,2,1,2,4.74,1,1,1,20.00,1,0,3,
373,2,1,2,1,4.74,1,1,1,1.00,2,0,3,
374,3,4,3,4,4.74,1,1,1,20.00,1,0,3,
375,4,3,4,3,4.74,1,1,1,15.00,1,0,3,
376,3,2,3,2,4.78,1,1,1,5.00,1,0,3,
377,4,1,4,1,4.78,1,1,1,10.00,1,0,3,
378,1,3,1,3,4.78,1,1,1,30.00,2,0,3,
379,2,4,2,4,4.78,1,1,1,20.00,1,0,3,
380,1,2,1,2,4.80,1,1,1,10.00,2,0,3,
381,3,4,3,4,4.80,1,1,1,30.00,1,0,3,
382,2,1,2,1,4.80,1,1,1,10.00,1,0,3,
383,4,3,4,3,4.80,1,1,1,20.00,1,0,3,
384,1,2,1,2,4.86,1,1,1,10.00,1,0,3,
385,4,3,4,3,4.86,1,1,1,30.00,1,0,3,
386,2,1,2,1,4.86,1,1,1,10.00,1,0,3,
387,3,4,3,4,4.86,1,1,1,10.00,1,0,3,
388,1,2,1,2,4.92,1,1,1,5.00,1,0,3,
389,4,3,4,3,4.92,1,1,1,20.00,1,0,3,
390,3,4,3,4,4.92,1,1,1,10.00,1,0,3,
391,2,1,2,1,4.92,1,1,1,15.00,1,0,3,
392,1,2,1,2,4.98,1,1,1,10.00,1,0,3,
393,2,1,2,1,4.98,1,1,1,40.00,1,0,3,
394,3,4,3,4,4.98,1,1,1,10.00,1,0,3,
395,4,3,4,3,4.98,1,1,1,30.00,2,0,3,
396,1,2,1,2,5.03,1,1,1,1.00,1,0,3,
397,2,1,2,1,5.03,1,1,1,5.00,1,0,3,
398,4,3,4,3,5.03,1,1,1,15.00,1,0,3,
399,3,4,3,4,5.03,1,1,1,10.00,2,0,3,
400,1,3,1,3,5.07,1,1,1,30.00,1,0,3,
401,3,2,3,2,5.07,1,1,1,30.00,1,0,3,
402,4,1,4,1,5.07,1,1,1,30.00,1,0,3,
403,2,4,2,4,5.07,1,1,1,1.00,1,0,3,
404,2,1,2,1,5.09,1,1,1,10.00,1,0,3,
405,1,2,1,2,5.09,1,1,1,5.00,1,0,3,
406,4,3,4,3,5.09,1,1,1,10.00,2,0,3,
407,3,4,3,4,5.09,1,1,1,1.00,2,0,3,
408,1,2,1,2,5.15,1,1,1,10.00,1,0,3,
409,3,4,3,4,5.15,1,1,1,15.00,1,0,3,
410,2,1,2,1,5.15,1,1,1,10.00,1,0,3,
411,4,3,4,3,5.15,1,1,1,10.00,2,0,3,
412,1,2,1,2,5.21,1,1,1,30.00,1,0,3,
413,2,1,2,1,5.21,1,1,1,30.00,1,0,3,
414,4,3,4,3,5.21,1,1,1,15.00,1,0,3,
415,3,4,3,4,5.21,1,1,1,15.00,1,0,3,
416,3,4,3,4,5.27,1,1,1,10.00,1,0,3,
417,1,2,1,2,5.27,1,1,1,15.00,1,0,3,
418,4,3,4,3,5.27,1,1,1,5.00,1,0,3,
419,2,1,2,1,5.27,1,1,1,15.00,2,0,3,
420,2,1,2,1,5.33,1,1,1,1.00,1,0,3,
421,3,4,3,4,5.33,1,1,1,15.00,1,0,3,
422,4,3,4,3,5.33,1,1,1,1.00,1,0,3,
423,1,2,1,2,5.33,1,1,1,1.00,1,0,3,
424,2,4,2,4,5.37,1,1,1,20.00,1,0,3,
425,1,3,1,3,5.37,1,1,1,30.00,1,0,3,
426,4,1,4,1,5.37,1,1,1,30.00,2,0,3,
427,3,2,3,2,5.37,1,1,1,10.00,1,0,3,
428,1,2,1,2,5.39,1,1,1,30.00,1,0,3,
429,4,3,4,3,5.39,1,1,1,10.00,1,0,3,
430,3,4,3,4,5.39,1,1,1,30.00,1,0,3,
431,2,1,2,1,5.39,1,1,1,10.00,1,0,3,
432,1,2,1,2,5.45,1,1,1,10.00,1,0,3,
433,3,4,3,4,5.45,1,1,1,30.00,1,0,3,
434,2,1,2,1,5.45,1,1,1,20.00,1,0,3,
435,4,3,4,3,5.45,1,1,1,5.00,1,0,3,
436,1,2,1,2,5.51,1,1,1,30.00,1,0,3,
437,2,1,2,1,5.51,1,1,1,20.00,1,0,3,
438,3,4,3,4,5.51,1,1,1,30.00,1,0,3,
439,4,3,4,3,5.51,1,1,1,20.00,1,0,3,
440,1,2,1,2,5.57,1,1,1,40.00,1,0,3,
441,4,3,4,3,5.57,1,1,1,30.00,1,0,3,
442,2,1,2,1,5.57,1,1,1,15.00,1,0,3,
443,3,4,3,4,5.57,1,1,1,5.00,1,0,3,
444,1,2,1,2,5.63,1,1,1,20.00,2,0,3,
445,4,3,4,3,5.63,1,1,1,30.00,1,0,3,
