from_node_id,to_node_id,link_id_from_to,day_no,timestamp_in_min,travel_time_in_min,delay_in_min,link_in_volume_number_of_veh,link_out_volume_number_of_veh,link_volume_in_veh_per_hour_per_lane,link_volume_in_veh_per_hour_for_all_lanes,density_in_veh_per_mile_per_lane,speed_in_mph,queue_length_percentage,cumulative_arrival_count,cumulative_departure_count,time_dependent_left_arrival_count,time_dependent_left_departure_count,number_of_through_and_right_queued_vehicles,number_of_left_queued_vehicles,cumulative_SOV_revenue,cumulative_HOV_revenue,total_energy,total_CO2,total_NOX,total_CO,total_HC,energy_miles_per_gallon,CO2_per_mile,NOX_per_mile,CO_per_mile,HC_per_mile
5,1,5->1,1,0,  0.20,  0.04, 16.00, 13.00,320.00,960.00,  0.00,28.51,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,1,  0.21,  0.05, 20.00, 20.00,400.00,1200.00,  0.00,27.38,0,16,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,2,  0.20,  0.03, 20.00, 20.00,400.00,1200.00,  0.00,29.04,0,36,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,3,  0.20,  0.03, 20.00, 20.00,400.00,1200.00,  0.00,29.11,0,56,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,4,  0.20,  0.04, 21.00, 20.00,420.00,1260.00,  0.00,28.63,0,76,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,5,  0.20,  0.03, 19.00, 20.00,380.00,1140.00,  0.00,29.07,0,97,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,6,  0.18,  0.02, 20.00, 20.00,400.00,1200.00,  0.00,31.56,0,116,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,7,  0.18,  0.02, 21.00, 20.00,420.00,1260.00,  0.00,30.90,0,136,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,8,  0.19,  0.03, 19.00, 21.00,380.00,1140.00,  0.00,29.86,0,157,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,9,  0.20,  0.03, 21.00, 19.00,420.00,1260.00,  0.00,29.17,0,176,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,10,  0.19,  0.03, 20.00, 19.00,400.00,1200.00,  0.00,29.26,0,197,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,11,  0.20,  0.04, 19.00, 22.00,380.00,1140.00,  0.00,28.41,0,217,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,12,  0.20,  0.04, 21.00, 19.00,420.00,1260.00,  0.00,27.78,0,236,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,13,  0.20,  0.04, 20.00, 20.00,400.00,1200.00,  0.00,28.47,0,257,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,14,  0.21,  0.05, 19.00, 21.00,380.00,1140.00,  0.00,27.08,0,277,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,15,  0.21,  0.05, 21.00, 19.00,420.00,1260.00,  0.00,27.14,0,296,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,16,  0.21,  0.04, 20.00, 19.00,400.00,1200.00,  0.00,27.76,0,317,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,17,  0.21,  0.05, 19.00, 22.00,380.00,1140.00,  0.00,27.11,0,337,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,18,  0.22,  0.05, 21.00, 19.00,420.00,1260.00,  0.00,26.47,0,356,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,19,  0.21,  0.05, 20.00, 20.00,400.00,1200.00,  0.00,27.12,0,377,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,20,  0.22,  0.06, 19.00, 21.00,380.00,1140.00,  0.00,25.90,0,397,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,21,  0.22,  0.06, 21.00, 19.00,420.00,1260.00,  0.00,25.84,0,416,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,22,  0.19,  0.03, 20.00, 21.00,400.00,1200.00,  0.00,29.38,0,437,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,23,  0.20,  0.04, 20.00, 20.00,400.00,1200.00,  0.00,28.53,0,457,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,24,  0.20,  0.03, 20.00, 19.00,400.00,1200.00,  0.00,28.89,0,477,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,25,  0.20,  0.04, 20.00, 20.00,400.00,1200.00,  0.00,28.63,0,497,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,26,  0.18,  0.02, 20.00, 21.00,400.00,1200.00,  0.00,31.96,0,517,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,27,  0.19,  0.03, 20.00, 20.00,400.00,1200.00,  0.00,30.28,0,537,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,28,  0.19,  0.03, 20.00, 20.00,400.00,1200.00,  0.00,30.18,0,557,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,29,  0.19,  0.03, 21.00, 20.00,420.00,1260.00,  0.00,29.42,0,577,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,30,  0.20,  0.04, 19.00, 19.00,380.00,1140.00,  0.00,28.74,0,598,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,31,  0.20,  0.04, 20.00, 21.00,400.00,1200.00,  0.00,28.69,0,617,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,32,  0.20,  0.04, 21.00, 20.00,420.00,1260.00,  0.00,27.95,0,637,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,33,  0.20,  0.04, 19.00, 20.00,380.00,1140.00,  0.00,28.00,0,658,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,34,  0.21,  0.05, 20.00, 20.00,400.00,1200.00,  0.00,27.34,0,677,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,35,  0.21,  0.05, 21.00, 20.00,420.00,1260.00,  0.00,27.28,0,697,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,36,  0.21,  0.05, 19.00, 19.00,380.00,1140.00,  0.00,27.31,0,718,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,37,  0.21,  0.05, 20.00, 21.00,400.00,1200.00,  0.00,27.37,0,737,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,38,  0.21,  0.05, 21.00, 20.00,420.00,1260.00,  0.00,26.60,0,757,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,39,  0.21,  0.05, 19.00, 20.00,380.00,1140.00,  0.00,26.70,0,778,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,40,  0.22,  0.06, 20.00, 20.00,400.00,1200.00,  0.00,26.14,0,797,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,41,  0.22,  0.06, 21.00, 20.00,420.00,1260.00,  0.00,25.94,0,817,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,42,  0.20,  0.04, 19.00, 21.00,380.00,1140.00,  0.00,28.75,0,838,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,43,  0.20,  0.03, 20.00, 19.00,400.00,1200.00,  0.00,28.81,0,857,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,44,  0.20,  0.03, 21.00, 20.00,420.00,1260.00,  0.00,29.17,0,877,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,45,  0.20,  0.03, 20.00, 20.00,400.00,1200.00,  0.00,28.81,0,898,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,46,  0.18,  0.02, 19.00, 21.00,380.00,1140.00,  0.00,31.22,0,918,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,47,  0.19,  0.02, 21.00, 19.00,420.00,1260.00,  0.00,30.59,0,937,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,48,  0.19,  0.02, 20.00, 21.00,400.00,1200.00,  0.00,30.49,0,958,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,49,  0.19,  0.03, 20.00, 20.00,400.00,1200.00,  0.00,29.63,0,978,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,50,  0.19,  0.02, 20.00, 19.00,400.00,1200.00,  0.00,30.50,0,998,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,51,  0.19,  0.02, 20.00, 21.00,400.00,1200.00,  0.00,30.55,0,1018,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,52,  0.19,  0.03, 20.00, 20.00,400.00,1200.00,  0.00,29.66,0,1038,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,53,  0.19,  0.03, 20.00, 19.00,400.00,1200.00,  0.00,29.66,0,1058,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,54,  0.19,  0.03, 20.00, 21.00,400.00,1200.00,  0.00,29.77,0,1078,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,55,  0.20,  0.03, 20.00, 20.00,400.00,1200.00,  0.00,28.84,0,1098,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,56,  0.20,  0.03, 20.00, 19.00,400.00,1200.00,  0.00,28.97,0,1118,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,57,  0.20,  0.03, 20.00, 21.00,400.00,1200.00,  0.00,29.03,0,1138,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,58,  0.20,  0.04, 20.00, 20.00,400.00,1200.00,  0.00,28.09,0,1158,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,59,  0.20,  0.04, 20.00, 19.00,400.00,1200.00,  0.00,28.29,0,1178,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,60,  0.18,  0.01,  2.00,  6.00, 40.00,120.00,  0.00,32.17,0,1198,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,61,  0.16,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,62,  0.16,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,63,  0.16,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,64,  0.16,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,65,  0.16,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,66,  0.16,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,67,  0.16,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,68,  0.16,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,69,  0.16,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,70,  0.16,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,71,  0.16,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,72,  0.16,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,73,  0.16,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,74,  0.16,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,75,  0.16,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,76,  0.16,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,77,  0.16,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,78,  0.16,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,79,  0.16,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,80,  0.16,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,81,  0.16,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,82,  0.16,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,83,  0.16,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,84,  0.16,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,85,  0.16,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,86,  0.16,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,87,  0.16,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,1,5->1,1,88,  0.16,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,35.00,0,1200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,0,  0.97,  0.79, 20.00,  0.00,400.00,1200.00,  0.00,6.34,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,1,  0.62,  0.44, 19.00, 34.00,380.00,1140.00,  0.00,9.89,1073741824,20,0,0,16,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,2,  1.04,  0.86, 21.00,  0.00,420.00,1260.00,  0.00,5.91,1073741824,39,0,0,2,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,3,  0.66,  0.49, 20.00, 40.00,400.00,1200.00,  0.00,9.23,1073741824,60,0,0,22,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,4,  1.06,  0.88, 19.00,  0.00,380.00,1140.00,  0.00,5.80,1073741824,80,0,0,2,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,5,  0.71,  0.53, 21.00, 40.00,420.00,1260.00,  0.00,8.67,1073741824,99,0,0,22,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,6,  1.04,  0.87, 20.00,  0.00,400.00,1200.00,  0.00,5.87,1073741824,120,0,0,2,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,7,  0.68,  0.50, 19.00, 40.00,380.00,1140.00,  0.00,9.07,1073741824,140,0,0,22,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,8,  1.05,  0.87, 21.00,  0.00,420.00,1260.00,  0.00,5.86,1073741824,159,0,0,2,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,9,  0.67,  0.50, 20.00, 40.00,400.00,1200.00,  0.00,9.13,1073741824,180,0,0,22,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,10,  1.07,  0.89, 19.00,  0.00,380.00,1140.00,  0.00,5.74,1073741824,200,0,0,2,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,11,  0.71,  0.54, 21.00, 40.00,420.00,1260.00,  0.00,8.57,1073741824,219,0,0,22,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,12,  1.05,  0.88, 20.00,  0.00,400.00,1200.00,  0.00,5.81,1073741824,240,0,0,2,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,13,  0.61,  0.43, 19.00, 41.00,380.00,1140.00,  0.00,10.06,536870912,260,0,0,23,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,14,  1.04,  0.87, 21.00,  0.00,420.00,1260.00,  0.00,5.88,1073741824,279,0,0,1,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,5,3->5,1,15,  0.67,  0.50, 20.00, 39.00,400.00,1200.00,  0.00,9.11,1610612736,300,0,0,21,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
