agent_id,from_zone_id,to_zone_id,departure_time,arrival_time,buffer_waiting_time,complete_flag,trip_time,demand_type,pricing_type,vehicle_type,information_type,value_of_time,toll_cost_in_dollar,emissions,distance_in_mile,TotalEnergy_(KJ),CO2_(g),NOX_(g),CO_(g),HC_(g),age,number_of_nodes,VMS_response_info,Evacuation_response_info,path_node_sequence,path_time_sequence,link_travel_time_sequence,path_sequence
3508,3,4,43.88,45.60,0.02,1,1.72,1,1,1,1,30.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,43.9;45.4;45.6;,1.50;0.20;,"<3;43.90;0;0><5; 45.40;1.50;0.00><4; 45.60;0.20;0.00>"
3509,2,1,43.88,44.20,0.02,1,0.32,1,1,1,1,30.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,43.9;44.0;44.2;,0.14;0.16;,"<2;43.90;0;0><5; 44.04;0.14;0.00><1; 44.20;0.16;0.00>"
3510,4,3,43.88,44.30,0.02,1,0.42,1,1,1,1,20.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,43.9;44.0;44.3;,0.14;0.26;,"<4;43.90;0;0><5; 44.04;0.14;0.00><3; 44.30;0.26;0.00>"
3511,1,2,43.88,61.20,0.02,1,17.32,1,1,1,1,5.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,43.9;61.0;61.2;,17.12;0.18;,"<1;43.90;0;0><5; 61.02;17.12;0.00><2; 61.20;0.18;0.00>"
3512,2,4,43.88,44.30,0.02,1,0.42,1,1,1,1,30.00,0.000,0.000,0.193,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;4;,43.9;44.0;44.3;,0.14;0.26;,"<2;43.90;0;0><5; 44.04;0.14;0.00><4; 44.30;0.26;0.00>"
3513,1,3,43.88,62.20,0.02,1,18.32,1,1,2,1,30.00,0.000,0.000,10.102,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;3;,43.9;62.0;62.2;,18.10;0.20;,"<1;43.90;0;0><5; 62.00;18.10;0.00><3; 62.20;0.20;0.00>"
3514,3,2,43.88,45.60,0.02,1,1.72,1,1,1,1,5.00,0.000,0.000,0.197,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;2;,43.9;45.4;45.6;,1.50;0.20;,"<3;43.90;0;0><5; 45.40;1.50;0.00><2; 45.60;0.20;0.00>"
3515,4,1,43.88,44.20,0.02,1,0.32,1,1,1,1,15.00,0.000,0.000,0.193,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;1;,43.9;44.0;44.2;,0.15;0.15;,"<4;43.90;0;0><5; 44.05;0.15;0.00><1; 44.20;0.15;0.00>"
3516,4,3,43.94,44.30,0.06,1,0.36,1,1,1,1,30.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,44.0;44.1;44.3;,0.10;0.20;,"<4;44.00;0;0><5; 44.10;0.10;0.00><3; 44.30;0.20;0.00>"
3517,3,4,43.94,45.60,0.06,1,1.66,1,1,1,1,5.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,44.0;45.4;45.6;,1.40;0.20;,"<3;44.00;0;0><5; 45.40;1.40;0.00><4; 45.60;0.20;0.00>"
3518,2,1,43.94,44.30,0.06,1,0.36,1,1,1,1,10.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,44.0;44.1;44.3;,0.10;0.20;,"<2;44.00;0;0><5; 44.10;0.10;0.00><1; 44.30;0.20;0.00>"
3519,1,2,43.94,61.30,0.06,1,17.36,1,1,2,1,5.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,44.0;61.1;61.3;,17.08;0.22;,"<1;44.00;0;0><5; 61.08;17.08;0.00><2; 61.30;0.22;0.00>"
3520,4,3,44.00,44.40,0.00,1,0.40,1,1,1,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,44.0;44.2;44.4;,0.16;0.24;,"<4;44.00;0;0><5; 44.16;0.16;0.00><3; 44.40;0.24;0.00>"
3521,3,4,44.00,45.70,0.00,1,1.70,1,1,2,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,44.0;45.4;45.7;,1.40;0.30;,"<3;44.00;0;0><5; 45.40;1.40;0.00><4; 45.70;0.30;0.00>"
3522,2,1,44.00,44.40,0.00,1,0.40,1,1,2,1,30.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,44.0;44.2;44.4;,0.16;0.24;,"<2;44.00;0;0><5; 44.16;0.16;0.00><1; 44.40;0.24;0.00>"
3523,1,2,44.00,61.30,0.00,1,17.30,1,1,1,1,30.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,44.0;61.1;61.3;,17.14;0.16;,"<1;44.00;0;0><5; 61.14;17.14;0.00><2; 61.30;0.16;0.00>"
3524,2,1,44.06,44.40,0.04,1,0.34,1,1,1,1,10.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,44.1;44.2;44.4;,0.12;0.18;,"<2;44.10;0;0><5; 44.22;0.12;0.00><1; 44.40;0.18;0.00>"
3525,4,3,44.06,44.50,0.04,1,0.44,1,1,1,1,15.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,44.1;44.2;44.5;,0.12;0.28;,"<4;44.10;0;0><5; 44.22;0.12;0.00><3; 44.50;0.28;0.00>"
3526,3,4,44.06,45.70,0.04,1,1.64,1,1,1,1,5.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,44.1;45.5;45.7;,1.40;0.20;,"<3;44.10;0;0><5; 45.50;1.40;0.00><4; 45.70;0.20;0.00>"
3527,1,2,44.06,61.40,0.04,1,17.34,1,1,1,1,15.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,44.1;61.2;61.4;,17.10;0.20;,"<1;44.10;0;0><5; 61.20;17.10;0.00><2; 61.40;0.20;0.00>"
3528,3,4,44.12,45.70,-0.02,1,1.58,1,1,1,1,1.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,44.1;45.5;45.7;,1.40;0.20;,"<3;44.10;0;0><5; 45.50;1.40;0.00><4; 45.70;0.20;0.00>"
3529,4,3,44.12,44.50,-0.02,1,0.38,1,1,1,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,44.1;44.3;44.5;,0.18;0.22;,"<4;44.10;0;0><5; 44.28;0.18;0.00><3; 44.50;0.22;0.00>"
3530,2,1,44.12,44.50,-0.02,1,0.38,1,1,1,1,60.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,44.1;44.3;44.5;,0.18;0.22;,"<2;44.10;0;0><5; 44.28;0.18;0.00><1; 44.50;0.22;0.00>"
3531,1,2,44.12,61.50,-0.02,1,17.38,1,1,1,1,30.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,44.1;61.3;61.5;,17.16;0.24;,"<1;44.10;0;0><5; 61.26;17.16;0.00><2; 61.50;0.24;0.00>"
3532,3,4,44.18,45.70,0.02,1,1.52,1,1,1,1,40.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,44.2;45.5;45.7;,1.30;0.20;,"<3;44.20;0;0><5; 45.50;1.30;0.00><4; 45.70;0.20;0.00>"
3533,2,1,44.18,44.50,0.02,1,0.32,1,1,2,1,5.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,44.2;44.3;44.5;,0.14;0.16;,"<2;44.20;0;0><5; 44.34;0.14;0.00><1; 44.50;0.16;0.00>"
3534,1,2,44.18,62.20,0.02,1,18.02,1,1,1,1,10.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,44.2;62.0;62.2;,17.80;0.20;,"<1;44.20;0;0><5; 62.00;17.80;0.00><2; 62.20;0.20;0.00>"
3535,4,3,44.18,44.50,0.02,1,0.32,1,1,1,1,30.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,44.2;44.3;44.5;,0.14;0.16;,"<4;44.20;0;0><5; 44.34;0.14;0.00><3; 44.50;0.16;0.00>"
3536,3,2,44.18,45.70,0.02,1,1.52,1,1,1,1,20.00,0.000,0.000,0.197,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;2;,44.2;45.5;45.7;,1.30;0.20;,"<3;44.20;0;0><5; 45.50;1.30;0.00><2; 45.70;0.20;0.00>"
3537,2,4,44.18,44.50,0.02,1,0.32,1,1,2,1,10.00,0.000,0.000,0.193,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;4;,44.2;44.3;44.5;,0.14;0.16;,"<2;44.20;0;0><5; 44.34;0.14;0.00><4; 44.50;0.16;0.00>"
3538,1,3,44.18,62.20,0.02,1,18.02,1,1,1,1,30.00,0.000,0.000,10.102,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;3;,44.2;62.0;62.2;,17.80;0.20;,"<1;44.20;0;0><5; 62.00;17.80;0.00><3; 62.20;0.20;0.00>"
3539,4,1,44.18,44.50,0.02,1,0.32,1,1,1,1,1.00,0.000,0.000,0.193,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;1;,44.2;44.3;44.5;,0.15;0.15;,"<4;44.20;0;0><5; 44.35;0.15;0.00><1; 44.50;0.15;0.00>"
3540,2,1,44.24,44.60,0.06,1,0.36,1,1,1,1,10.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,44.3;44.4;44.6;,0.10;0.20;,"<2;44.30;0;0><5; 44.40;0.10;0.00><1; 44.60;0.20;0.00>"
3541,3,4,44.24,45.70,0.06,1,1.46,1,1,1,1,1.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,44.3;45.5;45.7;,1.20;0.20;,"<3;44.30;0;0><5; 45.50;1.20;0.00><4; 45.70;0.20;0.00>"
3542,1,2,44.24,62.20,0.06,1,17.96,1,1,1,1,10.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,44.3;62.0;62.2;,17.70;0.20;,"<1;44.30;0;0><5; 62.00;17.70;0.00><2; 62.20;0.20;0.00>"
3543,4,3,44.24,44.60,0.06,1,0.36,1,1,1,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,44.3;44.4;44.6;,0.10;0.20;,"<4;44.30;0;0><5; 44.40;0.10;0.00><3; 44.60;0.20;0.00>"
3544,2,1,44.30,44.70,0.00,1,0.40,1,1,1,1,30.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,44.3;44.5;44.7;,0.16;0.24;,"<2;44.30;0;0><5; 44.46;0.16;0.00><1; 44.70;0.24;0.00>"
3545,3,4,44.30,45.80,0.00,1,1.50,1,1,1,1,15.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,44.3;45.5;45.8;,1.20;0.30;,"<3;44.30;0;0><5; 45.50;1.20;0.00><4; 45.80;0.30;0.00>"
3546,1,2,44.30,62.20,0.00,1,17.90,1,1,1,1,15.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,44.3;62.0;62.2;,17.70;0.20;,"<1;44.30;0;0><5; 62.00;17.70;0.00><2; 62.20;0.20;0.00>"
3547,4,3,44.30,44.70,0.00,1,0.40,1,1,2,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,44.3;44.5;44.7;,0.16;0.24;,"<4;44.30;0;0><5; 44.46;0.16;0.00><3; 44.70;0.24;0.00>"
3548,2,1,44.36,44.70,0.04,1,0.34,1,1,1,1,10.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,44.4;44.5;44.7;,0.12;0.18;,"<2;44.40;0;0><5; 44.52;0.12;0.00><1; 44.70;0.18;0.00>"
3549,3,4,44.36,45.80,0.04,1,1.44,1,1,1,1,15.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,44.4;45.5;45.8;,1.10;0.30;,"<3;44.40;0;0><5; 45.50;1.10;0.00><4; 45.80;0.30;0.00>"
3550,1,2,44.36,62.20,0.04,1,17.84,1,1,1,1,10.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,44.4;62.0;62.2;,17.60;0.20;,"<1;44.40;0;0><5; 62.00;17.60;0.00><2; 62.20;0.20;0.00>"
3551,4,3,44.36,44.70,0.04,1,0.34,1,1,1,1,5.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,44.4;44.5;44.7;,0.12;0.18;,"<4;44.40;0;0><5; 44.52;0.12;0.00><3; 44.70;0.18;0.00>"
3552,3,4,44.42,45.80,-0.02,1,1.38,1,1,1,1,30.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,44.4;45.5;45.8;,1.10;0.30;,"<3;44.40;0;0><5; 45.50;1.10;0.00><4; 45.80;0.30;0.00>"
3553,1,2,44.42,62.30,-0.02,1,17.88,1,1,1,1,15.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,44.4;62.0;62.3;,17.60;0.30;,"<1;44.40;0;0><5; 62.00;17.60;0.00><2; 62.30;0.30;0.00>"
3554,2,1,44.42,44.80,-0.02,1,0.38,1,1,1,1,15.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,44.4;44.6;44.8;,0.18;0.22;,"<2;44.40;0;0><5; 44.58;0.18;0.00><1; 44.80;0.22;0.00>"
3555,4,3,44.42,44.80,-0.02,1,0.38,1,1,2,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,44.4;44.6;44.8;,0.18;0.22;,"<4;44.40;0;0><5; 44.58;0.18;0.00><3; 44.80;0.22;0.00>"
3556,2,1,44.48,44.80,0.02,1,0.32,1,1,1,1,20.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,44.5;44.6;44.8;,0.14;0.16;,"<2;44.50;0;0><5; 44.64;0.14;0.00><1; 44.80;0.16;0.00>"
3557,4,3,44.48,44.80,0.02,1,0.32,1,1,1,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,44.5;44.6;44.8;,0.14;0.16;,"<4;44.50;0;0><5; 44.64;0.14;0.00><3; 44.80;0.16;0.00>"
3558,3,4,44.48,45.80,0.02,1,1.32,1,1,2,1,1.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,44.5;45.5;45.8;,1.00;0.30;,"<3;44.50;0;0><5; 45.50;1.00;0.00><4; 45.80;0.30;0.00>"
3559,1,2,44.48,62.30,0.02,1,17.82,1,1,1,1,5.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,44.5;62.0;62.3;,17.50;0.30;,"<1;44.50;0;0><5; 62.00;17.50;0.00><2; 62.30;0.30;0.00>"
3560,1,3,44.48,62.20,0.02,1,17.72,1,1,1,1,15.00,0.000,0.000,10.102,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;3;,44.5;62.0;62.2;,17.50;0.20;,"<1;44.50;0;0><5; 62.00;17.50;0.00><3; 62.20;0.20;0.00>"
3561,3,2,44.48,45.80,0.02,1,1.32,1,1,1,1,30.00,0.000,0.000,0.197,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;2;,44.5;45.6;45.8;,1.10;0.20;,"<3;44.50;0;0><5; 45.60;1.10;0.00><2; 45.80;0.20;0.00>"
3562,4,1,44.48,44.90,0.02,1,0.42,1,1,2,1,10.00,0.000,0.000,0.193,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;1;,44.5;44.6;44.9;,0.15;0.25;,"<4;44.50;0;0><5; 44.65;0.15;0.00><1; 44.90;0.25;0.00>"
3563,2,4,44.48,44.80,0.02,1,0.32,1,1,2,1,20.00,0.000,0.000,0.193,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;4;,44.5;44.6;44.8;,0.14;0.16;,"<2;44.50;0;0><5; 44.64;0.14;0.00><4; 44.80;0.16;0.00>"
3564,2,1,44.54,44.90,0.06,1,0.36,1,1,1,1,10.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,44.6;44.7;44.9;,0.10;0.20;,"<2;44.60;0;0><5; 44.70;0.10;0.00><1; 44.90;0.20;0.00>"
3565,3,4,44.54,45.90,0.06,1,1.36,1,1,1,1,15.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,44.6;45.6;45.9;,1.00;0.30;,"<3;44.60;0;0><5; 45.60;1.00;0.00><4; 45.90;0.30;0.00>"
3566,1,2,44.54,62.30,0.06,1,17.76,1,1,2,1,10.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,44.6;62.0;62.3;,17.40;0.30;,"<1;44.60;0;0><5; 62.00;17.40;0.00><2; 62.30;0.30;0.00>"
3567,4,3,44.54,44.90,0.06,1,0.36,1,1,1,1,20.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,44.6;44.7;44.9;,0.10;0.20;,"<4;44.60;0;0><5; 44.70;0.10;0.00><3; 44.90;0.20;0.00>"
3568,2,1,44.60,45.00,0.00,1,0.40,1,1,1,1,15.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,44.6;44.8;45.0;,0.16;0.24;,"<2;44.60;0;0><5; 44.76;0.16;0.00><1; 45.00;0.24;0.00>"
3569,4,3,44.60,45.00,0.00,1,0.40,1,1,1,1,20.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,44.6;44.8;45.0;,0.16;0.24;,"<4;44.60;0;0><5; 44.76;0.16;0.00><3; 45.00;0.24;0.00>"
3570,3,4,44.60,45.90,0.00,1,1.30,1,1,1,1,5.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,44.6;45.6;45.9;,1.00;0.30;,"<3;44.60;0;0><5; 45.60;1.00;0.00><4; 45.90;0.30;0.00>"
3571,1,2,44.60,62.30,0.00,1,17.70,1,1,2,1,15.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,44.6;62.0;62.3;,17.40;0.30;,"<1;44.60;0;0><5; 62.00;17.40;0.00><2; 62.30;0.30;0.00>"
3572,2,1,44.66,45.00,0.04,1,0.34,1,1,1,1,30.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,44.7;44.8;45.0;,0.12;0.18;,"<2;44.70;0;0><5; 44.82;0.12;0.00><1; 45.00;0.18;0.00>"
3573,3,4,44.66,45.90,0.04,1,1.24,1,1,1,1,30.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,44.7;45.6;45.9;,0.90;0.30;,"<3;44.70;0;0><5; 45.60;0.90;0.00><4; 45.90;0.30;0.00>"
3574,1,2,44.66,62.30,0.04,1,17.64,1,1,1,1,15.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,44.7;62.0;62.3;,17.30;0.30;,"<1;44.70;0;0><5; 62.00;17.30;0.00><2; 62.30;0.30;0.00>"
3575,4,3,44.66,45.00,0.04,1,0.34,1,1,1,1,15.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,44.7;44.8;45.0;,0.12;0.18;,"<4;44.70;0;0><5; 44.82;0.12;0.00><3; 45.00;0.18;0.00>"
3576,2,1,44.72,45.10,-0.02,1,0.38,1,1,1,1,40.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,44.7;44.9;45.1;,0.18;0.22;,"<2;44.70;0;0><5; 44.88;0.18;0.00><1; 45.10;0.22;0.00>"
3577,1,2,44.72,62.40,-0.02,1,17.68,1,1,1,1,5.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,44.7;62.1;62.4;,17.40;0.30;,"<1;44.70;0;0><5; 62.10;17.40;0.00><2; 62.40;0.30;0.00>"
3578,3,4,44.72,45.90,-0.02,1,1.18,1,1,1,1,5.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,44.7;45.6;45.9;,0.90;0.30;,"<3;44.70;0;0><5; 45.60;0.90;0.00><4; 45.90;0.30;0.00>"
3579,4,3,44.72,45.10,-0.02,1,0.38,1,1,1,1,15.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,44.7;44.9;45.1;,0.18;0.22;,"<4;44.70;0;0><5; 44.88;0.18;0.00><3; 45.10;0.22;0.00>"
3580,3,4,44.78,45.90,0.02,1,1.12,1,1,1,1,5.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,44.8;45.6;45.9;,0.80;0.30;,"<3;44.80;0;0><5; 45.60;0.80;0.00><4; 45.90;0.30;0.00>"
3581,1,2,44.78,62.40,0.02,1,17.62,1,1,2,1,1.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,44.8;62.1;62.4;,17.30;0.30;,"<1;44.80;0;0><5; 62.10;17.30;0.00><2; 62.40;0.30;0.00>"
3582,2,1,44.78,45.10,0.02,1,0.32,1,1,1,1,40.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,44.8;44.9;45.1;,0.14;0.16;,"<2;44.80;0;0><5; 44.94;0.14;0.00><1; 45.10;0.16;0.00>"
3583,4,3,44.78,45.10,0.02,1,0.32,1,1,1,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,44.8;44.9;45.1;,0.14;0.16;,"<4;44.80;0;0><5; 44.94;0.14;0.00><3; 45.10;0.16;0.00>"
3584,3,2,44.78,45.80,0.02,1,1.02,1,1,1,1,5.00,0.000,0.000,0.197,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;2;,44.8;45.6;45.8;,0.80;0.20;,"<3;44.80;0;0><5; 45.60;0.80;0.00><2; 45.80;0.20;0.00>"
3585,2,4,44.78,45.10,0.02,1,0.32,1,1,1,1,30.00,0.000,0.000,0.193,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;4;,44.8;44.9;45.1;,0.14;0.16;,"<2;44.80;0;0><5; 44.94;0.14;0.00><4; 45.10;0.16;0.00>"
3586,1,3,44.78,62.30,0.02,1,17.52,1,1,2,1,5.00,0.000,0.000,10.102,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;3;,44.8;62.1;62.3;,17.30;0.20;,"<1;44.80;0;0><5; 62.10;17.30;0.00><3; 62.30;0.20;0.00>"
3587,4,1,44.78,45.10,0.02,1,0.32,1,1,1,1,40.00,0.000,0.000,0.193,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;1;,44.8;44.9;45.1;,0.14;0.16;,"<4;44.80;0;0><5; 44.94;0.14;0.00><1; 45.10;0.16;0.00>"
3588,1,2,44.84,62.40,0.06,1,17.56,1,1,1,1,10.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,44.9;62.1;62.4;,17.20;0.30;,"<1;44.90;0;0><5; 62.10;17.20;0.00><2; 62.40;0.30;0.00>"
3589,2,1,44.84,45.20,0.06,1,0.36,1,1,1,1,5.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,44.9;45.0;45.2;,0.10;0.20;,"<2;44.90;0;0><5; 45.00;0.10;0.00><1; 45.20;0.20;0.00>"
3590,3,4,44.84,46.00,0.06,1,1.16,1,1,1,1,20.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,44.9;45.6;46.0;,0.70;0.40;,"<3;44.90;0;0><5; 45.60;0.70;0.00><4; 46.00;0.40;0.00>"
3591,4,3,44.84,45.20,0.06,1,0.36,1,1,1,1,30.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,44.9;45.0;45.2;,0.10;0.20;,"<4;44.90;0;0><5; 45.00;0.10;0.00><3; 45.20;0.20;0.00>"
3592,1,2,44.90,62.40,0.00,1,17.50,1,1,2,1,30.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,44.9;62.0;62.4;,17.14;0.36;,"<1;44.90;0;0><5; 62.04;17.14;0.00><2; 62.40;0.36;0.00>"
3593,2,1,44.90,45.30,0.00,1,0.40,1,1,1,1,10.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,44.9;45.1;45.3;,0.16;0.24;,"<2;44.90;0;0><5; 45.06;0.16;0.00><1; 45.30;0.24;0.00>"
3594,3,4,44.90,46.00,0.00,1,1.10,1,1,1,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;,44.9;45.6;46.0;,0.70;0.40;,"<3;44.90;0;0><5; 45.60;0.70;0.00><4; 46.00;0.40;0.00>"
3595,4,3,44.90,45.30,0.00,1,0.40,1,1,1,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;,44.9;45.1;45.3;,0.16;0.24;,"<4;44.90;0;0><5; 45.06;0.16;0.00><3; 45.30;0.24;0.00>"
3596,1,2,44.96,62.50,0.04,1,17.54,1,1,1,1,15.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;,45.0;62.1;62.5;,17.10;0.40;,"<1;45.00;0;0><5; 62.10;17.10;0.00><2; 62.50;0.40;0.00>"
3597,2,1,44.96,45.30,0.04,1,0.34,1,1,1,1,10.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;,45.0;45.1;45.3;,0.12;0.18;,"<2;45.00;0;0><5; 45.12;0.12;0.00><1; 45.30;0.18;0.00>"
