from_zone_id,to_zone_id,number_of_agents,number_of_agents_completing_trips,trip_time_in_min,distance
3,18,20,20,33.8171,3.62995
3,19,79,79,19.4578,1.8654
3,20,58,58,20.4365,2.3597
3,21,156,156,25.9359,3.8833
3,22,37,37,25.2562,3.19271
3,23,21,21,24.3784,3.6443
3,24,133,133,26.0593,3.03468
3,25,13,13,15.2028,1.30392
3,26,27,27,14.543,1.10886
3,27,43,43,14.0561,0.7558
3,28,28,28,24.5651,2.84378
3,30,18,18,26.5682,2.83613
3,31,82,82,13.2047,0.863663
3,32,25,25,34.8835,2.59936
3,33,24,24,19.2137,1.8662
3,34,136,136,12.033,0.614931
3,35,13,13,28.6559,2.83224
3,36,13,13,31.3443,3.63647
3,37,64,64,13.8936,0.7435
3,38,56,56,21.7096,2.8396
3,39,16,16,25.3841,3.10691
3,40,9,9,29.0606,3.53507
3,41,206,206,35.3087,3.4193
4,1,2,2,14.4167,4.0067
4,3,2,2,4.04889,2.10035
4,5,6,6,2.37333,1.3162
4,6,4,4,3.01436,1.6903
4,7,2,2,3.73978,1.9928
4,9,3,3,9.36241,3.1629
4,11,5,5,14.7296,3.39518
4,13,2,2,21.3282,4.3561
4,14,4,4,18.5185,5.2023
4,16,2,2,15.4993,4.22803
4,18,2,2,13.0027,4.76838
4,19,2,2,1.9295,0.9013
4,20,2,2,3.13013,1.3956
4,21,2,2,6.46478,2.9192
4,22,2,2,8.11835,2.39643
4,23,1,1,6.89349,2.8037
4,24,6,6,18.323,3.67547
4,26,1,1,5.29419,2.21863
4,27,1,1,3.7876,1.4981
4,28,2,2,11.7519,3.3955
4,31,1,1,6.2879,2.71153
4,32,1,1,20.544,3.5512
4,34,5,5,4.29614,2.07021
4,37,1,1,1.86853,0.7994
4,38,2,2,5.03363,1.8755
4,39,1,1,5.18231,2.1085
4,41,4,4,20.841,4.49388
5,1,8,8,22.8935,4.82889
5,2,5,5,18.7089,3.7874
5,3,67,67,4.01476,2.2803
5,4,1,1,2.41608,1.3162
5,6,36,36,1.52965,0.9073
5,7,10,10,2.706,1.2098
5,8,1,1,4.36981,2.3147
5,9,74,74,8.07283,2.3799
5,10,1,1,14.9286,2.92393
5,11,40,40,15.638,4.0888
5,13,11,11,17.2491,5.38227
5,14,12,12,20.5552,5.91866
5,15,7,7,21.3542,5.48718
5,16,10,10,19.9578,4.83504
5,17,3,3,11.1357,4.7661
5,18,8,8,23.8297,5.247
5,19,20,20,1.94535,0.910525
5,20,27,27,4.26355,1.2786
5,21,61,61,7.81022,2.1362
5,22,23,23,7.43975,2.5159
5,23,8,8,11.6781,3.16543
5,24,26,26,15.1824,4.37857
5,25,4,4,4.252,2.0147
5,26,5,5,7.2227,2.87435
5,27,13,13,4.57536,1.77385
5,28,7,7,9.00186,3.31903
5,30,2,2,7.32513,3.30459
5,31,16,16,5.87962,2.4752
5,32,7,7,25.3161,4.64488
5,33,5,5,2.45562,1.00944
5,34,25,25,5.79697,2.35793
5,35,4,4,20.6689,4.38906
5,36,3,3,16.0445,5.5378
5,37,11,11,3.20102,1.5098
5,38,22,22,3.57153,1.0925
5,39,1,1,5.94012,2.89363
5,40,2,2,19.7794,5.19113
5,41,35,35,21.7729,4.9676
6,1,10,10,24.792,5.6278
6,2,10,10,19.4573,4.1615
6,3,64,64,4.66189,2.6544
6,4,2,2,4.80716,2.1789
6,5,31,31,1.52804,0.9073
6,7,21,21,3.16891,1.5839
6,8,8,8,8.65761,2.6888
6,9,98,98,8.55713,2.754
6,10,2,2,7.64597,3.5943
6,11,51,51,16.5651,4.47091
6,13,16,16,14.9914,5.65769
6,14,16,16,20.8222,6.28472
6,15,3,3,21.9981,5.86128
6,16,4,4,14.5456,5.4793
6,17,11,11,22.2555,4.6594
6,18,17,17,18.6069,5.81459
6,19,27,27,2.95202,1.28285
6,20,32,32,4.99389,1.6527
6,21,74,74,8.55328,2.5103
6,22,25,25,9.6115,2.89
6,23,6,6,9.2993,3.53953
6,24,50,50,18.7178,4.75422
6,25,7,7,5.84335,2.40564
6,26,8,8,7.80944,3.24574
6,27,15,15,4.54865,2.12375
6,28,9,9,10.7254,3.39686
6,30,1,1,8.4751,3.67869
6,31,27,27,5.88145,2.8493
6,32,10,10,22.7686,4.904
6,33,17,17,3.66485,1.50604
6,34,42,42,5.97058,2.73203
6,35,6,6,18.2498,4.76316
6,36,3,3,21.1166,5.64169
6,37,22,22,3.61138,1.8839
6,38,36,36,3.88315,1.4666
6,39,2,2,10.2839,3.26773
6,40,2,2,24.6844,5.37226
6,41,53,53,23.5446,5.39232
7,1,8,8,24.5116,5.3937
7,2,5,5,17.3308,4.40168
7,3,31,31,5.67105,2.9569
7,4,4,4,3.80138,1.9928
7,5,30,30,2.45994,1.2098
7,6,36,36,2.99979,1.5839
7,8,1,1,8.71106,1.9931
7,9,23,23,7.01509,2.0583
7,11,17,17,8.57096,3.53125
7,13,50,50,21.4384,5.60841
7,14,52,52,22.4885,6.21706
7,15,8,8,21.1808,5.93418
7,16,27,27,19.3682,5.19177
7,17,7,7,20.1291,4.59233
7,18,15,15,23.062,5.64965
7,19,33,33,2.70845,1.10985
7,20,9,9,5.13441,0.957
7,21,25,25,7.26932,1.8146
7,22,7,7,5.95031,2.34817
7,23,3,3,8.25421,3.1401
7,24,13,13,9.17994,3.82145
7,25,1,1,4.11102,1.68
7,26,4,4,5.58316,2.55503
7,27,22,22,4.56441,2.18764
7,28,7,7,7.43303,2.78581
7,30,5,5,6.80603,3.04224
7,31,33,33,6.51496,3.13921
7,32,10,10,26.4467,4.90704
7,33,6,6,3.64341,1.59873
7,34,59,59,5.91847,2.94653
7,35,13,13,22.3303,5.06566
7,36,3,3,17.0118,5.45886
7,37,10,10,3.68651,1.5753
7,38,45,45,3.38406,1.3397
7,39,3,3,5.71486,2.4449
7,40,3,3,23.2441,5.67476
7,41,42,42,27.7786,5.62936
8,2,4,4,23.7009,5.46503
8,3,4,4,8.7303,4.0721
8,5,3,3,4.28198,2.3147
8,6,3,3,5.21767,2.6888
8,7,3,3,4.00246,1.9931
8,9,5,5,0.722986,0.32
8,10,1,1,2.13019,0.86403
8,11,6,6,3.99063,1.68936
8,13,3,3,12.3698,6.23574
8,14,4,4,8.66339,3.96968
8,15,1,1,8.57568,3.76333
8,16,1,1,9.69373,4.79924
8,17,1,1,16.4962,5.5494
8,19,8,8,4.58006,2.2061
8,20,8,8,2.84968,1.1289
8,21,19,19,2.21879,0.8565
8,22,3,3,1.12913,0.456
8,23,2,2,2.82635,1.10553
8,24,6,6,5.73552,2.34143
8,25,1,1,5.15717,2.3385
8,27,7,7,6.56387,3.27024
8,28,1,1,2.65436,0.96286
8,30,1,1,3.0545,1.24469
8,31,9,9,9.29128,4.15283
8,32,1,1,12.7225,5.02956
8,33,1,1,6.05975,2.7101
8,34,1,1,6.49854,2.88363
8,35,2,2,11.2285,5.5583
8,36,5,5,11.7154,5.73617
8,37,2,2,5.43668,2.47406
8,38,9,9,5.35382,2.4446
8,39,1,1,2.04333,0.83373
8,41,4,4,25.2632,6.21894
9,1,8,8,30.4004,6.06218
9,2,8,8,22.1047,5.41652
9,3,36,36,8.29012,3.93515
9,4,5,5,6.58809,3.1419
9,5,17,17,4.74395,2.3799
9,6,24,24,5.30882,2.754
9,7,12,12,4.11136,2.0583
9,8,1,1,0.702637,0.32
9,10,4,4,4.72949,1.85947
9,11,26,26,4.33746,1.81034
9,12,1,1,6.13477,2.82575
9,13,45,45,11.012,5.52103
9,14,10,10,9.03942,4.03488
9,15,4,4,8.62283,3.82853
9,16,16,16,12.4291,5.81754
9,17,4,4,17.2626,5.42361
9,18,14,14,14.4468,6.42886
9,19,53,53,4.89066,2.27284
9,20,39,39,2.99866,1.1941
9,21,92,92,2.65475,0.9217
9,22,17,17,1.36053,0.5212
9,23,3,3,3.01194,1.17073
9,24,18,18,5.14947,2.08792
9,25,6,6,5.48149,2.32014
9,26,8,8,7.20897,3.38646
9,27,28,28,7.09886,3.27679
9,28,7,7,4.00607,1.55962
9,30,4,4,3.22122,1.30989
9,31,32,32,9.32945,4.01916
9,32,8,8,29.1102,5.80555
9,33,13,13,6.52654,2.78292
9,34,58,58,8.05598,3.59187
9,35,1,1,11.6733,4.71383
9,36,6,6,13.0397,6.3863
9,37,22,22,5.76786,2.63296
9,38,36,36,5.57648,2.5098
9,39,2,2,2.2121,0.89893
9,40,2,2,9.11288,3.90086
9,41,33,33,30.6505,6.42797
10,2,1,1,16.9385,4.5673
10,3,2,2,6.01102,3.0602
10,5,1,1,7.66351,2.92393
10,6,4,4,7.56367,3.6467
10,9,1,1,6.80389,0.92923
10,11,1,1,4.72137,1.69072
10,13,1,1,6.86835,3.20886
10,14,1,1,9.00903,3.86745
10,20,1,1,4.54395,1.73813
10,21,2,2,5.12177,1.46573
10,31,3,3,8.83331,3.61414
10,32,1,1,12.3271,4.92733
10,33,1,1,6.56995,2.8585
10,34,1,1,7.51965,3.25461
10,35,1,1,12.4661,5.01961
10,37,1,1,5.28339,2.1657
10,38,5,5,8.56981,3.3501
11,1,23,23,31.2787,4.72008
11,2,25,25,21.7462,3.75364
11,3,58,58,6.26659,2.33788
11,4,1,1,11.1873,3.39518
11,5,10,10,14.2399,4.10558
11,6,15,15,15.4308,4.47968
11,7,13,13,7.9914,3.56685
11,8,1,1,6.94147,1.63756
11,9,73,73,10.8996,3.48743
11,10,2,2,4.60016,1.863
11,12,2,2,4.09164,1.7541
11,13,22,22,5.30397,2.30464
11,14,27,27,6.71488,2.96323
11,15,10,10,6.28021,2.75688
11,16,13,13,8.05986,3.79279
11,17,25,25,16.3423,3.98404
11,18,29,29,9.53779,4.34575
11,19,52,52,8.51801,3.18142
11,20,15,15,7.75936,3.02633
11,21,58,58,12.3238,3.90471
11,22,13,13,4.70475,1.36956
11,23,12,12,3.9695,1.5925
11,24,67,67,1.74032,0.63
11,25,10,10,4.28342,1.47368
11,26,12,12,3.7779,1.48068
11,27,24,24,9.79047,2.58108
11,28,10,10,2.11266,0.96872
11,30,8,8,1.39168,0.5321
11,31,80,80,7.19474,2.46428
11,32,17,17,27.7374,4.21844
11,33,8,8,14.6162,3.69148
11,34,90,90,6.12905,2.05908
11,35,8,8,9.09692,3.82408
11,36,5,5,5.93709,2.39
11,37,42,42,6.22055,2.09258
11,38,26,26,11.8915,4.09983
11,39,4,4,3.57532,1.50503
11,40,2,2,5.66147,2.5379
11,41,103,103,30.1665,4.94759
12,1,32,32,6.01477,2.95315
12,2,25,25,5.41207,2.2962
12,3,26,26,23.8625,3.63285
12,5,5,5,32.5779,5.31866
12,6,7,7,29.0194,5.6493
12,7,11,11,35.0013,5.2309
12,9,30,30,29.4391,5.01935
12,11,49,49,23.7521,4.12507
12,13,30,30,2.08245,0.94014
12,14,18,18,3.47803,1.59873
12,15,6,6,3.15476,1.39238
12,16,8,8,4.66062,2.42829
12,17,18,18,5.59992,2.2732
12,18,31,31,6.50659,2.98125
12,19,17,17,24.0944,4.65894
12,20,4,4,14.3781,4.42997
12,21,23,23,32.184,5.45976
12,22,17,17,30.3361,4.9398
12,23,5,5,36.3573,5.41968
12,24,34,34,26.1578,4.48312
12,25,5,5,8.25079,2.66588
12,26,6,6,16.6373,2.76151
12,27,2,2,14.2039,4.0223
12,28,10,10,30.8531,5.52175
12,31,25,25,17.9514,2.16686
12,32,27,27,15.1683,2.7704
12,33,3,3,20.0427,4.87921
12,34,42,42,18.7804,1.76993
12,35,7,7,8.08041,2.2821
12,36,6,6,2.66271,1.0255
12,37,12,12,24.154,3.58178
12,38,8,8,25.2324,5.71499
12,40,2,2,2.75388,1.1734
12,41,56,56,6.23179,3.20365
13,1,30,30,5.36204,2.85309
13,2,21,21,4.5097,2.19614
13,3,23,23,24.5988,3.57985
13,5,3,3,22.0718,5.19325
13,6,2,2,18.495,5.82084
13,7,3,3,33.7528,5.13084
13,9,24,24,32.5956,5.60006
13,10,3,3,23.2804,5.72124
13,11,32,32,19.9673,4.00688
13,12,1,1,4.90973,0.94014
13,14,14,14,2.9502,1.49867
13,15,5,5,2.4979,1.29232
13,16,6,6,4.14523,2.32823
13,17,9,9,4.21798,2.17314
13,18,17,17,5.75642,2.88119
13,19,17,17,23.9903,4.5424
13,20,9,9,19.9793,4.55464
13,21,18,18,31.9381,5.72002
13,22,7,7,28.257,5.21386
13,23,9,9,29.2112,5.67774
13,24,20,20,20.6739,3.66905
13,25,2,2,8.32437,3.22803
13,26,7,7,23.5063,2.81807
13,27,4,4,16.4142,3.82718
13,28,11,11,30.5495,4.91101
13,30,2,2,5.71381,2.49694
13,31,21,21,19.076,2.0668
13,32,26,26,13.7751,2.67034
13,33,3,3,22.1842,4.90589
13,34,34,34,17.0851,1.66987
13,35,4,4,4.68294,2.18204
13,36,5,5,1.56637,0.64204
13,37,11,11,19.1484,3.45119
13,38,5,5,21.9706,5.92999
13,39,5,5,38.4109,4.87397
13,40,4,4,2.15851,1.07334
13,41,50,50,5.73746,3.10359
14,1,28,28,4.54992,2.31228
14,2,25,25,5.74368,2.82317
14,3,19,19,25.1431,4.04591
14,5,7,7,37.2724,5.85649
14,6,8,8,30.8954,6.43877
14,7,8,8,21.8597,5.87738
14,8,1,1,9.22974,4.09081
14,9,20,20,32.5895,6.23498
14,10,2,2,22.8842,6.34827
14,11,33,33,24.3394,5.23154
14,13,27,27,2.89113,1.52414
14,15,12,12,0.533976,0.55019
14,16,40,40,3.47211,1.78005
14,17,30,30,4.58818,2.23066
14,18,27,27,4.99803,2.31582
14,19,16,16,28.4095,5.22635
14,20,17,17,28.2541,5.18167
14,21,20,20,31.854,6.3375
14,22,11,11,30.8109,5.75347
14,23,5,5,16.4302,5.13849
14,24,25,25,23.7018,4.74519
14,25,1,1,17.2448,4.09127
14,26,11,11,18.5169,3.4451
14,27,5,5,25.4147,4.47322
14,28,11,11,25.3647,5.54665
14,30,9,9,31.6125,5.5378
14,31,24,24,21.2954,2.72248
14,32,35,35,5.90407,2.79485
14,33,2,2,31.9947,5.46955
14,34,36,36,19.6876,2.32555
14,35,8,8,4.69848,2.21664
14,36,15,15,1.9095,0.82354
14,37,11,11,23.757,4.09566
14,38,11,11,31.8119,6.45233
14,39,3,3,26.594,5.89457
14,40,3,3,2.48297,1.10657
14,41,133,133,4.96892,2.5408
15,1,16,16,4.27689,2.08137
15,2,5,5,4.742,2.61682
15,3,1,1,20.2957,3.71948
15,5,1,1,26.5863,5.48718
15,6,2,2,20.544,6.24152
15,7,1,1,12.2307,5.55152
15,9,2,2,13.9883,3.94966
15,11,5,5,7.98569,2.75688
15,13,5,5,2.42239,1.29232
15,14,13,13,0.540128,0.55019
15,16,21,21,2.96676,1.55651
15,17,8,8,4.03769,2.00139
15,18,15,15,4.63917,2.10947
15,19,2,2,21.907,5.07228
15,21,3,3,22.7638,5.814
15,22,4,4,11.6585,3.61646
15,23,1,1,8.15979,3.85
15,24,2,2,9.06488,2.44348
15,26,1,1,8.26276,3.23875
15,28,3,3,7.28156,2.9391
15,30,1,1,6.46259,2.94918
15,31,4,4,10.2356,2.48748
15,32,17,17,5.53091,2.58294
15,33,1,1,19.6186,5.07308
15,34,5,5,10.5138,2.09055
15,35,5,5,4.01124,2.01029
15,36,3,3,1.45719,0.61719
15,37,1,1,20.5914,3.95038
15,38,2,2,30.3722,6.42672
15,39,2,2,17.7189,4.72008
15,41,50,50,4.51519,2.33187
16,1,15,15,1.82105,0.90448
16,2,9,9,7.97072,1.9695
16,3,6,6,21.0968,3.20505
16,5,1,1,21.1103,5.0995
16,6,2,2,22.033,5.09336
16,7,2,2,19.4949,5.08973
16,9,10,10,25.1492,5.56645
16,10,1,1,9.67261,4.81814
16,11,13,13,16.7953,4.87959
16,13,7,7,4.31029,2.32823
16,14,19,19,3.35248,1.76286
16,15,16,16,2.85926,1.55651
16,17,14,14,1.84043,0.8245
16,18,14,14,2.35901,0.93258
16,19,4,4,15.2465,4.17735
16,20,9,9,21.9429,4.2074
16,21,10,10,25.5509,5.9549
16,23,2,2,15.8222,5.2507
16,24,7,7,17.7006,4.74725
16,25,1,1,8.89868,3.117
16,26,2,2,9.51593,2.47083
16,27,2,2,20.4464,3.38488
16,28,1,1,12.8868,3.97501
16,31,5,5,8.07903,1.71956
16,32,13,13,3.35934,1.325
16,33,2,2,26.5708,4.49528
16,34,12,12,11.332,1.32263
16,35,5,5,1.84398,0.8334
16,36,7,7,3.16644,1.6531
16,37,2,2,9.75961,3.18246
16,38,2,2,23.9821,5.6588
16,41,60,60,2.3353,1.15498
17,1,68,68,1.90184,0.956001
17,2,50,50,3.1084,1.11348
17,3,43,43,14.897,2.56835
17,4,1,1,23.2051,3.5749
17,5,14,14,22.0674,4.2853
17,6,17,17,24.0193,4.74324
17,7,12,12,20.5256,4.64397
17,8,2,2,24.3032,5.50105
17,9,58,58,27.6058,5.40898
17,10,5,5,20.9776,5.12576
17,11,70,70,25.949,4.37843
17,12,1,1,6.95471,2.2732
17,13,34,34,5.04485,2.14754
17,14,117,117,4.40769,2.20774
17,15,39,39,3.95449,2.00139
17,16,20,20,1.85142,0.8245
17,18,30,30,2.81115,0.9707
17,19,30,30,18.8323,3.80562
17,20,19,19,19.773,4.1774
17,21,43,43,24.0911,5.59356
17,22,27,27,26.9153,4.95778
17,23,14,14,28.1073,5.23816
17,24,37,37,14.9907,3.97561
17,25,7,7,13.974,2.88723
17,26,7,7,11.1428,2.13173
17,27,16,16,16.7141,2.7608
17,28,18,18,28.106,4.4007
17,30,8,8,25.7297,4.84115
17,31,42,42,3.22017,1.10923
17,32,28,28,1.46483,0.5005
17,33,6,6,19.3388,4.02957
17,34,70,70,2.06825,0.7123
17,35,10,10,1.46022,0.4943
17,36,9,9,4.48064,2.09798
17,37,23,23,16.9451,2.72284
17,38,20,20,23.9208,4.83327
17,39,9,9,26.554,4.87906
17,40,1,1,4.68976,2.1048
17,41,52,52,2.59304,1.2065
18,1,38,38,2.25535,0.9039
18,2,25,25,7.54785,2.20129
18,3,34,34,16.5251,3.4793
18,4,1,1,23.2422,4.94206
18,5,6,6,26.8872,5.247
18,6,9,9,25.9869,5.66615
18,7,7,7,29.1643,5.83974
18,8,1,1,39.4263,6.25026
18,9,31,31,34.1659,6.21521
18,10,2,2,36.4432,6.14803
18,11,22,22,10.7882,4.34575
18,13,18,18,5.93897,2.88119
18,14,25,25,5.01012,2.31582
18,15,8,8,4.4904,2.10947
18,16,10,10,2.31281,0.93258
18,17,16,16,2.79791,0.9707
18,19,14,14,23.2129,4.81197
18,20,11,11,21.2811,5.01765
18,21,22,22,27.9147,6.6899
18,22,15,15,34.1127,5.93805
18,23,7,7,34.2383,6.10481
18,24,16,16,10.4269,4.03235
18,25,2,2,20.6678,4.2673
18,26,1,1,6.74768,3.02379
18,27,9,9,20.2634,3.7225
18,28,10,10,31.4703,5.37139
18,31,28,28,14.7276,2.2473
18,32,30,30,3.70713,1.464
18,33,5,5,29.4504,4.8329
18,34,68,68,14.428,2.09263
18,35,1,1,3.7038,1.38636
18,36,7,7,5.01997,2.20606
18,37,11,11,16.2889,3.67161
18,38,10,10,27.2411,5.96848
18,39,5,5,40.1197,6.11773
18,40,2,2,5.19281,2.48909
18,41,35,35,2.71648,1.1544
19,1,4,4,22.1448,4.65748
19,2,2,2,16.5341,3.76693
19,3,28,28,3.6724,1.898
19,5,18,18,1.86262,0.9181
19,6,18,18,2.3968,1.2922
19,7,19,19,2.57135,1.1012
19,8,1,1,8.31616,2.2061
19,9,33,33,6.85259,2.2713
19,10,1,1,5.88739,2.3054
19,11,24,24,11.6646,3.12466
19,13,9,9,15.7342,4.54083
19,14,5,5,17.5363,5.17893
19,15,2,2,17.7051,5.07228
19,16,5,5,18.827,4.30436
19,17,1,1,7.86993,3.8704
19,18,7,7,13.6121,4.71129
19,20,10,10,1.53223,0.525
19,21,27,27,7.05586,2.0276
19,22,7,7,7.15673,2.11726
19,23,2,2,6.57028,2.5208
19,24,18,18,10.0142,3.36915
19,25,2,2,2.93887,1.0607
19,26,5,5,4.67637,1.95139
19,27,6,6,2.90209,1.1286
19,28,5,5,6.49926,2.37291
19,31,6,6,5.68214,2.0603
19,32,6,6,20.9967,4.07485
19,33,4,4,1.47508,0.504
19,34,13,13,5.16295,2.00122
19,35,1,1,21.8068,3.97416
19,36,1,1,22.2794,4.85269
19,37,11,11,2.04856,0.7057
19,38,9,9,2.89513,0.9975
19,39,3,3,4.78379,1.8343
19,41,14,14,19.8523,4.57714
20,1,3,3,19.8442,4.7965
20,2,1,1,22.6152,3.8668
20,3,6,6,5.172,2.38578
20,5,4,4,2.60573,1.2786
20,6,9,9,3.51192,1.6527
20,7,10,10,2.32836,0.957
20,8,4,4,2.79338,1.1289
20,9,52,52,3.85011,1.1941
20,10,1,1,4.42029,1.73813
20,11,15,15,6.70083,2.52802
20,13,7,7,12.9045,4.55464
20,14,4,4,15.1762,5.18167
20,15,2,2,12.5912,4.97532
20,16,4,4,10.5833,4.2074
20,17,4,4,18.8638,4.3647
20,18,6,6,12.0822,4.8547
20,19,11,11,1.53673,0.525
20,21,21,21,3.45399,0.9504
20,22,19,19,4.41231,1.3406
20,23,5,5,6.62233,1.97963
20,24,3,3,7.97064,2.95725
20,25,2,2,1.95593,0.6626
20,26,2,2,4.47467,1.97883
20,27,2,2,4.2966,1.54665
20,28,10,10,5.76636,1.80845
20,30,1,1,5.38831,1.97626
20,31,5,5,6.40033,2.50488
20,32,5,5,20.3927,4.29128
20,33,3,3,3.02808,1.029
20,34,9,9,4.9322,2.1122
20,36,1,1,9.659,4.64
20,37,3,3,2.61936,0.9991
20,38,17,17,3.70432,1.4085
20,39,2,2,3.19986,1.1419
20,41,14,14,22.7114,4.97597
21,1,3,3,28.0302,6.3201
21,2,5,5,19.9702,5.3904
21,3,10,10,7.68666,3.88948
21,5,7,7,4.24232,2.1362
21,6,5,5,4.48306,2.5103
21,7,12,12,3.63536,1.8146
21,8,1,1,2.31439,0.8565
21,9,53,53,2.22798,0.9217
21,10,1,1,6.45441,2.546
21,11,18,18,5.92804,2.39465
21,13,2,2,9.39346,3.91279
21,14,8,8,10.2378,4.57138
21,15,1,1,10.524,4.36503
21,16,4,4,24.2288,6.32226
21,17,4,4,29.2406,5.75895
21,18,7,7,26.788,6.68227
21,19,18,18,4.38886,2.0344
21,20,8,8,2.41142,0.9504
21,22,14,14,2.54286,1.0577
21,23,4,4,4.32831,1.70723
21,24,10,10,6.56114,2.59162
21,25,2,2,4.79901,2.16
21,26,1,1,6.92584,2.90693
21,27,5,5,6.51083,3.04482
21,28,13,13,4.1738,1.64766
21,30,2,2,4.58954,1.84639
21,31,22,22,7.88183,4.06876
21,32,3,3,26.1706,5.82998
21,33,9,9,5.03546,2.5219
21,34,23,23,7.24722,3.85559
21,35,5,5,24.2926,5.99206
21,36,2,2,10.3908,3.99815
21,37,8,8,5.29635,2.5017
21,38,16,16,4.99392,2.2661
21,39,1,1,6.01685,2.0923
21,40,1,1,9.48779,4.14605
21,41,15,15,27.1258,6.54983
24,1,11,11,8.54474,4.00425
24,2,8,8,7.61516,3.3473
24,3,15,15,8.02288,2.62808
24,5,2,2,15.2658,4.39578
24,6,2,2,14.6102,4.76988
24,7,4,4,10.7604,3.66606
24,9,16,16,10.8486,3.82503
24,10,1,1,4.44995,1.82553
24,11,18,18,1.77929,0.63
24,13,5,5,4.65358,1.99124
24,14,6,6,5.96944,2.64983
24,15,3,3,5.76967,2.44348
24,16,2,2,7.37814,3.47939
24,17,2,2,7.25201,3.3243
24,18,4,4,9.01717,4.03235
24,19,10,10,9.6738,3.47624
24,20,4,4,9.0843,2.94168
24,21,7,7,10.347,3.59095
24,22,3,3,5.56445,1.65976
24,23,3,3,4.83413,1.8509
24,25,1,1,3.97089,1.76388
24,26,2,2,4.23691,1.77088
24,27,5,5,9.50963,2.87128
24,28,4,4,3.16356,1.25892
24,30,2,2,2.31586,0.8223
24,31,19,19,8.50498,2.72684
24,32,10,10,18.0641,3.8215
24,33,2,2,15.5552,3.98168
24,34,19,19,6.60134,2.34928
24,36,2,2,5.29568,2.0766
24,37,11,11,7.29092,2.38278
24,38,4,4,11.1113,4.32694
24,41,9,9,8.71651,4.25475
25,1,6,6,25.5781,3.64226
25,2,11,11,16.9452,2.72467
25,3,24,24,3.24272,1.3006
25,5,10,10,4.28202,2.054
25,6,23,23,4.80859,2.4281
