from_node_id,to_node_id,link_id_from_to,day_no,timestamp_in_min,travel_time_in_min,delay_in_min,link_in_volume_number_of_veh,link_out_volume_number_of_veh,link_volume_in_veh_per_hour_per_lane,link_volume_in_veh_per_hour_for_all_lanes,density_in_veh_per_distance_per_lane,speed,queue_length_percentage,number_of_queued_vehicles,cumulative_arrival_count,cumulative_departure_count,total_energy,total_CO2,total_NOX,total_CO,total_HC,total_PM,total_PM2.5
11,12,11->12,1,573,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,574,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,575,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,576,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,577,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,578,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,579,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,580,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,581,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,582,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,583,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,584,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,585,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,586,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,587,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,588,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,589,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,590,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,591,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,592,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,593,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,594,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,595,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,596,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,597,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,598,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,599,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,600,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,601,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,602,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,603,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,604,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,605,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,606,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,607,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,608,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,609,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,610,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,611,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,612,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,613,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,614,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,615,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,616,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,617,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,618,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,619,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,620,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,621,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,622,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,623,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,624,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,625,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,626,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,627,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,628,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,629,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,630,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,631,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,632,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,633,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,634,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,635,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,636,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,637,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,638,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,639,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,640,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,641,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,642,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,643,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,644,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,645,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,646,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,647,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,648,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,649,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,650,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,651,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,652,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,653,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,654,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,655,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,656,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,657,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,658,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,659,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,660,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,661,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,662,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,663,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,664,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,665,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,666,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,667,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,668,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,669,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,670,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,671,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,672,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,673,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,674,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,675,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,676,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,677,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,678,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,679,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,680,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,681,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,682,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,683,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,684,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,685,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,686,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,687,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,688,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,689,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,690,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,691,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,692,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,693,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,694,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,695,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,696,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,697,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,698,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,699,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,700,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,701,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,702,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,703,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,704,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,705,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,706,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,707,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,708,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,709,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,710,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
11,12,11->12,1,711,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,7200,7200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
